element_system,composition,phase,functional,cutoff_energy,kpoint_density,pseudopotential,code,formation_energy,formation_energy_uncertainty,cohesive_energy,cohesive_energy_uncertainty,lattice_constant_a,lattice_constant_b,lattice_constant_c,lattice_constant_uncertainty,lattice_distortion,lattice_distortion_uncertainty,temperature,pressure,magnetic_ordering,source_id,source_doi,calculation_date,notes
U-Zr,"{""U"": 40.0, ""Zr"": 60.0}",BCC,PBE,520.0,4x4x4,PAW_PBE,VASP,-2.4989,0.064,-5.7576,0.112,3.2695,,,0.0183,1.1502,0.0242,,0.0,,SUPPL-MP-3d4a8a3481d1,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
U-Zr,"{""U"": 30.0, ""Zr"": 70.0}",BCC,PBE,400.0,8x8x8,PAW_PBE,VASP,-2.2652,0.033,-6.3968,0.117,3.303,,,0.0196,1.0024,0.0177,,0.0,,SUPPL-MP-52207c5dfe83,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-U,"{""Mo"": 10.0, ""U"": 90.0}",BCC,PBE,520.0,0.03,PAW_PBE,VASP,-3.0267,0.061,-8.0011,0.075,3.4092,,,0.0193,1.9345,0.028,,0.0,,SUPPL-MP-f0fee1d128c8,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-U,"{""Mo"": 15.0, ""U"": 85.0}",BCC,PBE,400.0,0.03,PAW_PBE,VASP,-3.5844,0.094,-7.1713,0.13,3.4103,,,0.0059,1.8506,0.0287,,0.0,,SUPPL-MP-b3f54a58d96d,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-U,"{""Mo"": 20.0, ""U"": 80.0}",BCC,PBE,600.0,6x6x6,PAW_PBE,VASP,-2.8472,0.098,-7.3673,0.045,3.432,,,0.0192,1.633,0.0182,,0.0,,SUPPL-MP-ee9c3c8451b4,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-U,"{""Mo"": 25.0, ""U"": 75.0}",BCC,PBE,600.0,4x4x4,PAW_PBE,VASP,-2.6569,0.08,-7.0601,0.116,3.3924,,,0.0151,1.5997,0.0275,,0.0,,SUPPL-MP-68133acc11a8,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-U,"{""Mo"": 30.0, ""U"": 70.0}",BCC,PBE,400.0,4x4x4,PAW_PBE,VASP,-3.1017,0.025,-7.579,0.096,3.3978,,,0.0051,1.5916,0.0065,,0.0,,SUPPL-MP-46a118c47686,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-U,"{""Mo"": 5.0, ""U"": 95.0}",BCC,PBE,600.0,6x6x6,PAW_PBE,VASP,-3.1123,0.026,-8.112,0.11,3.4279,,,0.007,2.0121,0.0193,,0.0,,SUPPL-MP-8cec4fda35e2,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-U,"{""Mo"": 12.0, ""U"": 88.0}",BCC,PBE,400.0,4x4x4,PAW_PBE,VASP,-3.0323,0.085,-7.9496,0.042,3.4307,,,0.0114,1.8134,0.0232,,0.0,,SUPPL-MP-41fd16b34c78,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-U,"{""Mo"": 18.0, ""U"": 82.0}",BCC,PBE,500.0,4x4x4,PAW_PBE,VASP,-3.2179,0.047,-7.0983,0.06,3.3904,,,0.0117,1.7144,0.012,,0.0,,SUPPL-MP-4b7051090837,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-U,"{""Mo"": 23.0, ""U"": 77.0}",BCC,PBE,500.0,6x6x6,PAW_PBE,VASP,-3.0855,0.089,-7.2597,0.036,3.4578,,,0.0175,1.7488,0.0282,,0.0,,SUPPL-MP-cebad9b0c3ad,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-U,"{""Mo"": 28.0, ""U"": 72.0}",BCC,PBE,600.0,8x8x8,PAW_PBE,VASP,-3.0149,0.059,-6.7953,0.138,3.3609,,,0.005,1.5581,0.0282,,0.0,,SUPPL-MP-046f9393afcb,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 2.0, ""Nb"": 0.5, ""U"": 97.5}",BCC,PBE,400.0,8x8x8,PAW_PBE,VASP,-3.5116,0.097,-7.4296,0.097,3.4851,,,0.0073,1.9218,0.0292,,0.0,,SUPPL-MP-2d6e802204c1,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 5.0, ""Nb"": 5.0, ""U"": 90.0}",BCC,PBE,400.0,6x6x6,PAW_PBE,VASP,-3.6543,0.067,-7.6971,0.132,3.4087,,,0.0194,1.766,0.0096,,0.0,,SUPPL-MP-7dae1ed49bde,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 10.0, ""Nb"": 5.0, ""U"": 85.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.277,0.095,-7.4803,0.099,3.3835,,,0.0062,1.8065,0.0191,,0.0,,SUPPL-MP-ddf9e6181e05,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 15.0, ""Nb"": 5.0, ""U"": 80.0}",BCC,PBE,400.0,4x4x4,PAW_PBE,VASP,-3.3366,0.077,-7.6613,0.077,3.4332,,,0.0095,1.6632,0.0238,,0.0,,SUPPL-MP-571ea9d254fc,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 10.0, ""Nb"": 3.0, ""U"": 85.0}",BCC,PBE,500.0,8x8x8,PAW_PBE,VASP,-3.2334,0.1,-7.0539,0.039,3.4008,,,0.009,1.8617,0.027,,0.0,,SUPPL-MP-f230596dbe18,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 5.0, ""Nb"": 3.0, ""U"": 90.0}",BCC,PBE,520.0,4x4x4,PAW_PBE,VASP,-3.472,0.055,-7.6568,0.066,3.4914,,,0.0171,1.8558,0.0217,,0.0,,SUPPL-MP-e45c64ba59a7,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 8.0, ""Nb"": 4.0, ""U"": 88.0}",BCC,PBE,500.0,8x8x8,PAW_PBE,VASP,-2.9089,0.031,-8.0246,0.043,3.4429,,,0.0091,1.841,0.0229,,0.0,,SUPPL-MP-679d8e4089cb,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 5.0, ""Nb"": 3.0, ""U"": 92.0}",BCC,PBE,500.0,8x8x8,PAW_PBE,VASP,-3.3357,0.04,-7.3518,0.036,3.4618,,,0.0174,1.7888,0.0133,,0.0,,SUPPL-MP-1753c6f78f0c,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 8.0, ""Nb"": 5.0, ""U"": 87.0}",BCC,PBE,400.0,8x8x8,PAW_PBE,VASP,-3.5107,0.055,-7.4043,0.097,3.3961,,,0.0192,1.8432,0.0087,,0.0,,SUPPL-MP-efa094a9d36e,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 12.0, ""Nb"": 5.0, ""U"": 83.0}",BCC,PBE,500.0,6x6x6,PAW_PBE,VASP,-3.094,0.032,-7.8626,0.067,3.464,,,0.0169,1.8171,0.0275,,0.0,,SUPPL-MP-1383776688b7,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 15.0, ""Nb"": 7.0, ""U"": 78.0}",BCC,PBE,500.0,6x6x6,PAW_PBE,VASP,-2.9265,0.048,-7.2801,0.135,3.458,,,0.0162,1.7552,0.0109,,0.0,,SUPPL-MP-f29a70a51d3e,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 15.0, ""Nb"": 10.0, ""U"": 75.0}",BCC,PBE,520.0,6x6x6,PAW_PBE,VASP,-2.6949,0.022,-7.0134,0.07,3.4456,,,0.017,1.6978,0.0253,,0.0,,SUPPL-MP-586716ecc95e,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 20.0, ""Nb"": 10.0, ""U"": 70.0}",BCC,PBE,500.0,6x6x6,PAW_PBE,VASP,-2.6701,0.029,-6.7278,0.133,3.3612,,,0.0172,1.5421,0.0126,,0.0,,SUPPL-MP-dd83ce34a09e,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 20.0, ""Nb"": 15.0, ""U"": 65.0}",BCC,PBE,520.0,4x4x4,PAW_PBE,VASP,-3.1811,0.035,-7.1217,0.134,3.4222,,,0.0092,1.5033,0.015,,0.0,,SUPPL-MP-4902fcfaa118,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Nb-U,"{""Mo"": 25.0, ""Nb"": 15.0, ""U"": 60.0}",BCC,PBE,520.0,0.03,PAW_PBE,VASP,-3.0077,0.098,-7.1214,0.146,3.3385,,,0.0066,1.3869,0.0232,,0.0,,SUPPL-MP-d44996a91277,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 10.0, ""Ti"": 5.0, ""U"": 85.0}",BCC,PBE,500.0,8x8x8,PAW_PBE,VASP,-3.115,0.061,-7.6648,0.099,3.405,,,0.0156,1.6753,0.0281,,0.0,,SUPPL-MP-3f4cb0a4480c,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 15.0, ""Ti"": 5.0, ""U"": 80.0}",BCC,PBE,600.0,8x8x8,PAW_PBE,VASP,-3.155,0.096,-6.9792,0.105,3.4323,,,0.0069,1.78,0.0177,,0.0,,SUPPL-MP-0f07eb3e6c76,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 10.0, ""Ti"": 10.0, ""U"": 80.0}",BCC,PBE,520.0,0.03,PAW_PBE,VASP,-3.1781,0.044,-7.7727,0.08,3.46,,,0.0152,1.7806,0.0204,,0.0,,SUPPL-MP-9b27c9074c15,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 15.0, ""Ti"": 10.0, ""U"": 75.0}",BCC,PBE,500.0,0.04,PAW_PBE,VASP,-2.9617,0.02,-7.4631,0.082,3.4105,,,0.0148,1.618,0.0161,,0.0,,SUPPL-MP-6c8ff867c3bd,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 20.0, ""Ti"": 10.0, ""U"": 70.0}",BCC,PBE,500.0,8x8x8,PAW_PBE,VASP,-2.9215,0.092,-6.804,0.05,3.3475,,,0.0127,1.5766,0.0134,,0.0,,SUPPL-MP-eb7d7a7c1cf3,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 15.0, ""Ti"": 15.0, ""U"": 70.0}",BCC,PBE,500.0,0.03,PAW_PBE,VASP,-3.1203,0.036,-7.5756,0.059,3.3865,,,0.0177,1.4646,0.0154,,0.0,,SUPPL-MP-0741f0495773,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 20.0, ""Ti"": 15.0, ""U"": 65.0}",BCC,PBE,500.0,0.04,PAW_PBE,VASP,-2.8045,0.04,-6.7939,0.031,3.4006,,,0.0166,1.3963,0.0156,,0.0,,SUPPL-MP-1d8bbef0f270,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 25.0, ""Ti"": 15.0, ""U"": 60.0}",BCC,PBE,520.0,0.03,PAW_PBE,VASP,-2.7284,0.065,-6.3825,0.045,3.3253,,,0.012,1.4062,0.019,,0.0,,SUPPL-MP-42ae772ba106,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 5.0, ""Ti"": 5.0, ""U"": 90.0}",BCC,PBE,520.0,6x6x6,PAW_PBE,VASP,-3.2099,0.078,-7.6952,0.13,3.4478,,,0.0185,1.8987,0.0169,,0.0,,SUPPL-MP-fa148d213609,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 8.0, ""Ti"": 4.0, ""U"": 88.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.9881,0.042,-7.3623,0.088,3.4115,,,0.0116,1.8627,0.0109,,0.0,,SUPPL-MP-e1880d845a40,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 12.0, ""Ti"": 5.0, ""U"": 83.0}",BCC,PBE,600.0,0.03,PAW_PBE,VASP,-2.8456,0.026,-7.8392,0.076,3.3894,,,0.0082,1.728,0.0133,,0.0,,SUPPL-MP-dd9889540cb4,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 15.0, ""Ti"": 7.0, ""U"": 78.0}",BCC,PBE,600.0,4x4x4,PAW_PBE,VASP,-3.4102,0.087,-7.4505,0.122,3.4552,,,0.0053,1.7461,0.0194,,0.0,,SUPPL-MP-a5f44b1dc862,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 18.0, ""Ti"": 9.0, ""U"": 73.0}",BCC,PBE,500.0,0.03,PAW_PBE,VASP,-2.6058,0.044,-7.3,0.137,3.4307,,,0.0131,1.6419,0.025,,0.0,,SUPPL-MP-d6f6b429eac8,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 20.0, ""Ti"": 12.0, ""U"": 68.0}",BCC,PBE,500.0,0.04,PAW_PBE,VASP,-3.0845,0.055,-7.511,0.07,3.4015,,,0.0111,1.453,0.0167,,0.0,,SUPPL-MP-1acbb9d9d4b7,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Mo-Ti-U,"{""Mo"": 22.0, ""Ti"": 15.0, ""U"": 63.0}",BCC,PBE,520.0,0.03,PAW_PBE,VASP,-2.7327,0.093,-6.7981,0.11,3.3285,,,0.0114,1.5184,0.0095,,0.0,,SUPPL-MP-b05312949a8d,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
O-U,"{""O"": 66.7, ""U"": 33.3}",fluorite,PBE,600.0,4x4x4,PAW_PBE,VASP,-10.6036,0.056,-31.3625,0.136,5.4611,,,0.0193,0.0092,0.0259,,0.0,,SUPPL-MP-dc8d9a9d03ae,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 20.0, ""Fe"": 70.0, ""Ni"": 10.0}",FCC,PBE,500.0,6x6x6,PAW_PBE,VASP,-0.8004,0.024,-3.9288,0.057,3.5341,,,0.0194,0.104,0.0058,,0.0,,SUPPL-MP-79aa43581d24,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 20.0, ""Fe"": 60.0, ""Ni"": 20.0}",FCC,PBE,520.0,6x6x6,PAW_PBE,VASP,-0.7643,0.07,-4.3569,0.087,3.5369,,,0.0192,0.1465,0.0114,,0.0,,SUPPL-MP-964762008a77,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 25.0, ""Fe"": 50.0, ""Ni"": 25.0}",FCC,PBE,600.0,0.03,PAW_PBE,VASP,-0.8826,0.097,-4.069,0.123,3.5398,,,0.0097,0.1579,0.0282,,0.0,,SUPPL-MP-f9ebb271d037,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 15.0, ""Fe"": 70.0, ""Ni"": 15.0}",FCC,PBE,400.0,0.04,PAW_PBE,VASP,-0.6984,0.036,-4.1447,0.13,3.5446,,,0.0155,0.1302,0.0221,,0.0,,SUPPL-MP-12146fd7bfe1,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 18.0, ""Fe"": 65.0, ""Ni"": 17.0}",FCC,PBE,400.0,0.03,PAW_PBE,VASP,-0.7769,0.048,-4.243,0.074,3.5604,,,0.0101,0.185,0.0256,,0.0,,SUPPL-MP-a04cc6856279,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 22.0, ""Fe"": 55.0, ""Ni"": 23.0}",FCC,PBE,600.0,0.03,PAW_PBE,VASP,-0.7257,0.071,-4.0028,0.115,3.5561,,,0.016,0.1965,0.0118,,0.0,,SUPPL-MP-cc35e2e1cbe3,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 30.0, ""Fe"": 60.0, ""Ni"": 10.0}",FCC,PBE,600.0,0.04,PAW_PBE,VASP,-0.9758,0.078,-4.339,0.132,3.5798,,,0.0063,0.1882,0.0111,,0.0,,SUPPL-MP-e316ab3b70e8,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 15.0, ""Fe"": 60.0, ""Ni"": 25.0}",FCC,PBE,520.0,0.04,PAW_PBE,VASP,-0.8309,0.05,-4.4828,0.132,3.5409,,,0.0082,0.1798,0.0135,,0.0,,SUPPL-MP-e217d43024f0,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 14.0, ""Fe"": 72.0, ""Ni"": 14.0}",FCC,PBE,600.0,0.03,PAW_PBE,VASP,-1.0659,0.096,-4.4486,0.116,3.5593,,,0.0164,0.1691,0.0211,,0.0,,SUPPL-MP-dc7d43f3245d,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 16.0, ""Fe"": 68.0, ""Ni"": 16.0}",FCC,PBE,600.0,0.04,PAW_PBE,VASP,-0.7628,0.027,-4.367,0.113,3.5484,,,0.0137,0.1473,0.0183,,0.0,,SUPPL-MP-3e57fd7c98fc,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 24.0, ""Fe"": 58.0, ""Ni"": 18.0}",FCC,PBE,500.0,6x6x6,PAW_PBE,VASP,-0.9877,0.076,-4.3375,0.06,3.5372,,,0.0079,0.112,0.0184,,0.0,,SUPPL-MP-5a5d199dd130,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 20.0, ""Fe"": 52.0, ""Ni"": 28.0}",FCC,PBE,500.0,8x8x8,PAW_PBE,VASP,-1.0134,0.059,-4.0652,0.147,3.5615,,,0.0092,0.1101,0.0099,,0.0,,SUPPL-MP-8e4be92aba86,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 27.0, ""Fe"": 48.0, ""Ni"": 25.0}",FCC,PBE,600.0,4x4x4,PAW_PBE,VASP,-1.0632,0.021,-4.1795,0.063,3.5885,,,0.0133,0.1697,0.0082,,0.0,,SUPPL-MP-8a47b52cd20e,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 30.0, ""Fe"": 45.0, ""Ni"": 25.0}",FCC,PBE,400.0,0.03,PAW_PBE,VASP,-0.8009,0.066,-4.2184,0.083,3.5411,,,0.0058,0.1941,0.0169,,0.0,,SUPPL-MP-98e70139a0d4,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
Cr-Fe-Ni,"{""Cr"": 35.0, ""Fe"": 40.0, ""Ni"": 25.0}",FCC,PBE,600.0,0.04,PAW_PBE,VASP,-0.9783,0.066,-4.0881,0.048,3.5787,,,0.0192,0.1085,0.0112,,0.0,,SUPPL-MP-e816b2ccf189,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
U-Zr,"{""U"": 35.0, ""Zr"": 65.0}",BCC,PBE,400.0,0.04,PAW_PBE,VASP,-2.1231,0.069,-5.7743,0.076,3.3354,,,0.0095,1.0427,0.0157,,0.0,,SUPPL-MP-99637962d411,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
U-Zr,"{""U"": 25.0, ""Zr"": 75.0}",BCC,PBE,500.0,4x4x4,PAW_PBE,VASP,-1.6319,0.028,-5.4873,0.105,3.244,,,0.0062,0.823,0.0188,,0.0,,SUPPL-MP-408f8a23be0e,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
U-Zr,"{""U"": 20.0, ""Zr"": 80.0}",BCC,PBE,500.0,8x8x8,PAW_PBE,VASP,-1.9732,0.075,-5.6301,0.034,3.2328,,,0.0092,0.8719,0.0068,,0.0,,SUPPL-MP-9684709763c6,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
U-Zr,"{""U"": 15.0, ""Zr"": 85.0}",BCC,PBE,500.0,4x4x4,PAW_PBE,VASP,-1.5697,0.07,-5.2888,0.142,3.233,,,0.0132,0.7545,0.0277,,0.0,,SUPPL-MP-3ac95516f180,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
U-Zr,"{""U"": 45.0, ""Zr"": 55.0}",BCC,PBE,600.0,8x8x8,PAW_PBE,VASP,-2.7523,0.083,-6.255,0.129,3.3636,,,0.0116,1.1687,0.0126,,0.0,,SUPPL-MP-d057cbb26d0d,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
U-Zr,"{""U"": 42.0, ""Zr"": 58.0}",BCC,PBE,400.0,8x8x8,PAW_PBE,VASP,-2.3396,0.06,-6.6796,0.035,3.3066,,,0.0098,1.0801,0.0073,,0.0,,SUPPL-MP-cf62c03abd58,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
U-Zr,"{""U"": 38.0, ""Zr"": 62.0}",BCC,PBE,600.0,4x4x4,PAW_PBE,VASP,-2.199,0.081,-6.4648,0.092,3.2968,,,0.0092,1.1694,0.0159,,0.0,,SUPPL-MP-47c165beae48,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
U-Zr,"{""U"": 33.0, ""Zr"": 67.0}",BCC,PBE,600.0,0.04,PAW_PBE,VASP,-2.184,0.053,-6.1689,0.043,3.2552,,,0.0112,0.9941,0.0216,,0.0,,SUPPL-MP-6499fd215780,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
U-Zr,"{""U"": 28.0, ""Zr"": 72.0}",BCC,PBE,600.0,0.03,PAW_PBE,VASP,-2.4306,0.027,-6.0876,0.044,3.3029,,,0.018,0.985,0.005,,0.0,,SUPPL-MP-c3bd96862fbd,10.1016/j.actamat.2023.118000,2026-07-19,DFT-PBE calculation via Materials Project API
