element_system,composition,phase,functional,cutoff_energy,kpoint_density,pseudopotential,code,formation_energy,formation_energy_uncertainty,cohesive_energy,cohesive_energy_uncertainty,lattice_constant_a,lattice_constant_b,lattice_constant_c,lattice_constant_uncertainty,lattice_distortion,lattice_distortion_uncertainty,temperature,pressure,magnetic_ordering,source_id,source_doi,calculation_date,notes
Cr-U,"{""Cr"": 75.0, ""U"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.3702,,4.8327,,4.3144,,,,8.981,,,0.0,,MP-mp-981233-be048ac27054,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-981233, UCr3, spacegroup=Fm-3m"
Fe-U,"{""Fe"": 20.0, ""U"": 80.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.7184,,6.0144,,6.7086,,,,8.0,,,0.0,,MP-mp-1208119-353e731a396a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1208119, U4Fe, spacegroup=Fd-3m"
Fe-U,"{""Fe"": 14.3, ""U"": 85.7}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0055,,5.3629,,7.637,,,,6.9225,,,0.0,,MP-mp-21108-6715168ecab7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-21108, U6Fe, spacegroup=I4/mcm"
Fe-U,"{""Fe"": 66.7, ""U"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1018,,4.6011,,5.0327,,,,10.3968,,,0.0,,MP-mp-21050-3bd773cbb99f,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-21050, UFe2, spacegroup=Fd-3m"
Ni-U,"{""Ni"": 59.3, ""U"": 40.7}",TRIGONAL,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2509,,4.6408,,9.6182,,,,11.473,,,0.0,,MP-mp-567950-5a136dbb850d,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-567950, U11Ni16, spacegroup=R-3"
Ni-U,"{""Ni"": 14.3, ""U"": 85.7}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0189,,5.3723,,7.7153,,,,7.398,,,0.0,,MP-mp-636821-69400ec6ed26,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-636821, U6Ni, spacegroup=I4/mcm"
Ni-U,"{""Ni"": 66.7, ""U"": 33.3}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2465,,4.5632,,4.9223,,8.1361,,11.1998,,,0.0,,MP-mp-17023-59a824706e5a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-17023, UNi2, spacegroup=P6_3/mmc"
Ni-U,"{""Ni"": 83.3, ""U"": 16.7}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2633,,4.3621,,4.7303,,,,9.2275,,,0.0,,MP-mp-2838-5b10d9fc1259,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2838, UNi5, spacegroup=F-43m"
Co-U,"{""Co"": 20.0, ""U"": 80.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.7434,,6.0614,,6.7358,,,,8.2777,,,0.0,,MP-mp-1208177-84f1ec133caa,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1208177, U4Co, spacegroup=Fd-3m"
Co-U,"{""Co"": 14.3, ""U"": 85.7}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0031,,5.3811,,7.6692,,,,7.16,,,0.0,,MP-mp-582635-30172bb9c9d3,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-582635, U6Co, spacegroup=I4/mcm"
Co-U,"{""Co"": 50.0, ""U"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1535,,4.8165,,5.4215,,,,11.032,,,0.0,,MP-mp-1080107-0a8b01d3f893,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1080107, UCo, spacegroup=I2_13"
Co-U,"{""Co"": 66.7, ""U"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.109,,4.6673,,4.8663,,,,10.7963,,,0.0,,MP-mp-1383-b8573fec5c7a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1383, UCo2, spacegroup=Fd-3m"
Co-U,"{""Co"": 75.0, ""U"": 25.0}",TRIGONAL,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0606,,4.6194,,4.7947,,8.5805,,10.1118,,,0.0,,MP-mp-1102468-c12d6ad1c32c,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1102468, UCo3, spacegroup=R-3m"
Co-U,"{""Co"": 83.3, ""U"": 16.7}",TRIGONAL,PBE,520.0,8x8x8,PAW_PBE,VASP,0.042,,4.6257,,12.2649,,,,8.8819,,,0.0,,MP-mp-510322-2c52e78ea6aa,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-510322, UCo5, spacegroup=R-3m"
Nb-Zr,"{""Nb"": 50.0, ""Zr"": 50.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1108,,7.0208,,2.985,,4.8695,,4.5752,,,0.0,,MP-mp-1215202-0896419e9c6d,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1215202, ZrNb, spacegroup=Cmmm"
Mo-Zr,"{""Mo"": 20.0, ""Zr"": 80.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.91,,7.274,,7.0561,,,,5.3915,,,0.0,,MP-mp-1207454-bfc7c8c87608,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1207454, Zr4Mo, spacegroup=Fd-3m"
Mo-Zr,"{""Mo"": 50.0, ""Zr"": 50.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1048,,6.6398,,2.9982,,4.5027,,7.0234,,,0.0,,MP-mp-1215206-df6ccd7eedf6,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1215206, ZrMo, spacegroup=Cmmm"
Mo-Zr,"{""Mo"": 66.7, ""Zr"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1391,,6.4911,,5.377,,,,6.7791,,,0.0,,MP-mp-2049-01832a2e3f82,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2049, ZrMo2, spacegroup=Fd-3m"
Mo-Zr,"{""Mo"": 66.7, ""Zr"": 33.3}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0582,,6.6884,,7.2691,7.0517,2.8961,,6.7791,,,0.0,,MP-mp-1215231-e1fa9c396606,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1215231, ZrMo2, spacegroup=Fmmm"
Mo-Zr,"{""Mo"": 75.0, ""Zr"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.2278,,6.9053,,5.2061,,,,6.3038,,,0.0,,MP-mp-30790-e714bec58fe0,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-30790, ZrMo3, spacegroup=Pm-3n"
Fe-Zr,"{""Fe"": 33.3, ""Zr"": 66.7}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1391,,5.4549,,5.2555,,,,10.7775,,,0.0,,MP-mp-1159-e34cb2a6c184,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1159, Zr2Fe, spacegroup=I4/mcm"
Fe-Zr,"{""Fe"": 33.3, ""Zr"": 66.7}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0802,,5.5138,,8.5964,,,,10.7775,,,0.0,,MP-mp-17682-3bb522229d4e,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-17682, Zr2Fe, spacegroup=Fd-3m"
Fe-Zr,"{""Fe"": 25.0, ""Zr"": 75.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1095,,5.648,,3.2627,5.7017,8.9568,,9.7178,,,0.0,,MP-mp-31205-711bccba865c,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-31205, Zr3Fe, spacegroup=Cmcm"
Fe-Zr,"{""Fe"": 20.0, ""Zr"": 80.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.563,,6.419,,6.884,,,,8.8773,,,0.0,,MP-mp-1207484-3cdc4b740e79,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1207484, Zr4Fe, spacegroup=Fd-3m"
Fe-Zr,"{""Fe"": 79.3, ""Zr"": 20.7}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1666,,4.5212,,8.3012,,,,10.3544,,,0.0,,MP-mp-582924-be9fce974729,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-582924, Zr6Fe23, spacegroup=Fm-3m"
Fe-Zr,"{""Fe"": 66.7, ""Zr"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2807,,4.6553,,5.0169,,,,11.6687,,,0.0,,MP-mp-1718-4bbe62dbd790,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1718, ZrFe2, spacegroup=Fd-3m"
Fe-Zr,"{""Fe"": 66.7, ""Zr"": 33.3}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2782,,4.6578,,5.023,,16.4264,,11.6687,,,0.0,,MP-mp-1190681-3aa93af69dd5,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1190681, ZrFe2, spacegroup=P6_3/mmc"
Cr-Zr,"{""Cr"": 20.0, ""Zr"": 80.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.8387,,6.6587,,6.896,,,,8.3333,,,0.0,,MP-mp-1207443-0803b096fe2f,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1207443, Zr4Cr, spacegroup=Fd-3m"
Cr-Zr,"{""Cr"": 66.7, ""Zr"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.169,,4.9849,,5.0274,,,,10.8767,,,0.0,,MP-mp-903-7237d21ec382,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-903, ZrCr2, spacegroup=Fd-3m"
Cr-Zr,"{""Cr"": 66.7, ""Zr"": 33.3}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1884,,5.0044,,5.0772,,8.057,,10.8767,,,0.0,,MP-mp-1919-f992656bf20c,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1919, ZrCr2, spacegroup=P6_3/mmc"
Cr-Zr,"{""Cr"": 66.7, ""Zr"": 33.3}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0045,,4.8204,,5.0327,,16.2675,,10.8767,,,0.0,,MP-mp-570608-a5ab62ca8202,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-570608, ZrCr2, spacegroup=P6_3/mmc"
Ni-Zr,"{""Ni"": 33.3, ""Zr"": 66.7}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3231,,5.3242,,5.2399,5.2727,5.2727,,11.4628,,,0.0,,MP-mp-328-2058317286ca,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-328, Zr2Ni, spacegroup=I4/mcm"
Ni-Zr,"{""Ni"": 77.8, ""Zr"": 22.2}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4273,,4.4145,,4.643,4.6914,12.0551,,11.335,,,0.0,,MP-mp-2717-c4d219e8e879,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2717, Zr2Ni7, spacegroup=C2/m"
Ni-Zr,"{""Ni"": 77.8, ""Zr"": 22.2}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4235,,4.4183,,4.6302,4.669,11.9987,,11.335,,,0.0,,MP-mp-1188069-98b195e758f7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1188069, Zr2Ni7, spacegroup=C2/m"
Ni-Zr,"{""Ni"": 25.0, ""Zr"": 75.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0256,,5.8231,,6.0644,,4.8963,,10.3235,,,0.0,,MP-mp-1188073-05b4375b513c,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1188073, Zr3Ni, spacegroup=P6_3/mmc"
Ni-Zr,"{""Ni"": 20.0, ""Zr"": 80.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.45,,6.338,,6.9364,,,,9.4241,,,0.0,,MP-mp-1207489-77cc0f509b07,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1207489, Zr4Ni, spacegroup=Fd-3m"
Ni-Zr,"{""Ni"": 79.3, ""Zr"": 20.7}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3553,,4.4594,,8.0801,,,,11.0958,,,0.0,,MP-mp-1194271-007f5183be83,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1194271, Zr6Ni23, spacegroup=Fm-3m"
Ni-Zr,"{""Ni"": 58.8, ""Zr"": 41.2}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4485,,4.7372,,7.6728,,9.1134,,12.7629,,,0.0,,MP-mp-636525-83431ba9419a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-636525, Zr7Ni10, spacegroup=Cmce"
Ni-Zr,"{""Ni"": 58.8, ""Zr"": 41.2}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4431,,4.7426,,9.134,9.1465,12.3672,,12.7629,,,0.0,,MP-mp-680655-94f4e35e866f,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-680655, Zr7Ni10, spacegroup=Pbca"
Ni-Zr,"{""Ni"": 72.4, ""Zr"": 27.6}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4342,,4.5054,,6.4512,8.082,8.5668,,12.0151,,,0.0,,MP-mp-30260-f63f1b13066e,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-30260, Zr8Ni21, spacegroup=P-1"
Ni-Zr,"{""Ni"": 55.0, ""Zr"": 45.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3788,,4.8757,,7.7726,,,,12.7744,,,0.0,,MP-mp-30814-d9c135e85a48,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-30814, Zr9Ni11, spacegroup=I4/m"
Ni-Zr,"{""Ni"": 50.0, ""Zr"": 50.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4557,,4.8893,,3.2625,4.0372,5.2795,,12.6761,,,0.0,,MP-mp-556-e823398d7fce,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-556, ZrNi, spacegroup=Cmcm"
Ni-Zr,"{""Ni"": 66.7, ""Zr"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.412,,4.6307,,4.8875,,,,12.4763,,,0.0,,MP-mp-2250-16fbf67974c4,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2250, ZrNi2, spacegroup=Fd-3m"
Ni-Zr,"{""Ni"": 75.0, ""Zr"": 25.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4585,,4.434,,5.2646,,4.269,,11.7206,,,0.0,,MP-mp-485-fa35e705b8f8,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-485, ZrNi3, spacegroup=P6_3/mmc"
Ni-Zr,"{""Ni"": 83.3, ""Zr"": 16.7}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.32,,4.4223,,4.7004,,,,10.3276,,,0.0,,MP-mp-2439-202c49de7fb7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2439, ZrNi5, spacegroup=F-43m"
Ti-Zr,"{""Ti"": 50.0, ""Zr"": 50.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0796,,5.6296,,3.109,,4.9205,,4.2345,,,0.0,,MP-mp-1215200-ebc3946d90bd,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1215200, ZrTi, spacegroup=P-6m2"
Ti-Zr,"{""Ti"": 50.0, ""Zr"": 50.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0883,,5.6383,,3.1119,,4.1978,,4.2345,,,0.0,,MP-mp-1215236-5c910a952c5d,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1215236, ZrTi, spacegroup=P4/mmm"
Ti-Zr,"{""Ti"": 66.7, ""Zr"": 33.3}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0378,,5.354,,4.7244,,3.0034,,4.0486,,,0.0,,MP-mp-1008568-4d092d9e94f1,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1008568, ZrTi2, spacegroup=P6/mmm"
Ti-Zr,"{""Ti"": 66.7, ""Zr"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1552,,5.4714,,5.5349,,,,4.0486,,,0.0,,MP-mp-1080389-c5bb54bcb525,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1080389, ZrTi2, spacegroup=Fd-3m"
Ti-Zr,"{""Ti"": 75.0, ""Zr"": 25.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0405,,5.2405,,6.0573,,4.754,,3.7465,,,0.0,,MP-mp-1183046-01e835f8cb44,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1183046, ZrTi3, spacegroup=P6_3/mmc"
Cr-Fe,"{""Cr"": 66.7, ""Fe"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.2892,,4.4492,,4.6566,,,,0.7402,,,0.0,,MP-mp-1077708-982b834d5b9d,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1077708, Cr2Fe, spacegroup=Fd-3m"
Cr-Fe,"{""Cr"": 75.0, ""Fe"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1268,,4.2718,,4.0344,,,,0.6792,,,0.0,,MP-mp-1008282-da5c646fbf3f,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1008282, Cr3Fe, spacegroup=Fm-3m"
Cr-Fe,"{""Cr"": 75.0, ""Fe"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.2594,,4.4044,,3.5727,,,,0.6792,,,0.0,,MP-mp-1008285-89a05a110702,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1008285, Cr3Fe, spacegroup=Pm-3m"
Cr-Fe,"{""Cr"": 75.0, ""Fe"": 25.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,0.2702,,4.4152,,4.6928,,,,0.6792,,,0.0,,MP-mp-1017511-6b461736d9fc,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1017511, Cr3Fe, spacegroup=I4/mmm"
Cr-Fe,"{""Cr"": 50.0, ""Fe"": 50.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0928,,4.2828,,2.4294,,4.023,,0.7874,,,0.0,,MP-mp-1226211-5cafd38667c7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1226211, CrFe, spacegroup=Cmmm"
Cr-Fe,"{""Cr"": 25.0, ""Fe"": 75.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0637,,4.2987,,4.0694,,,,0.6846,,,0.0,,MP-mp-1018067-70244e4efadf,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1018067, CrFe3, spacegroup=Fm-3m"
Cr-Fe,"{""Cr"": 25.0, ""Fe"": 75.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.05,,4.285,,3.564,,,,0.6846,,,0.0,,MP-mp-1018081-98598c38dc31,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1018081, CrFe3, spacegroup=Pm-3m"
Cr-Fe,"{""Cr"": 20.0, ""Fe"": 80.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,0.03,,4.274,,10.252,10.1562,2.4536,,0.6329,,,0.0,,MP-mp-1226230-71c41233a506,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1226230, CrFe4, spacegroup=Fmmm"
Fe-Ni,"{""Fe"": 66.7, ""Ni"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1786,,4.5118,,4.6162,,,,0.752,,,0.0,,MP-mp-1077745-d27a18c811db,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1077745, Fe2Ni, spacegroup=Fd-3m"
Fe-Ni,"{""Fe"": 66.7, ""Ni"": 33.3}",TRIGONAL,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0445,,4.3778,,2.5177,,6.2666,,0.752,,,0.0,,MP-mp-1224697-c267f65c74ba,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1224697, Fe2Ni, spacegroup=P-3m1"
Fe-Ni,"{""Fe"": 75.0, ""Ni"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.044,,4.364,,3.5846,,,,0.6901,,,0.0,,MP-mp-999189-33f92d909b71,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-999189, Fe3Ni, spacegroup=Pm-3m"
Fe-Ni,"{""Fe"": 75.0, ""Ni"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0255,,4.3455,,4.0343,,,,0.6901,,,0.0,,MP-mp-1007853-5bcdf3c58c70,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1007853, Fe3Ni, spacegroup=Fm-3m"
