element_system,composition,phase,functional,cutoff_energy,kpoint_density,pseudopotential,code,formation_energy,formation_energy_uncertainty,cohesive_energy,cohesive_energy_uncertainty,lattice_constant_a,lattice_constant_b,lattice_constant_c,lattice_constant_uncertainty,lattice_distortion,lattice_distortion_uncertainty,temperature,pressure,magnetic_ordering,source_id,source_doi,calculation_date,notes
Mg-Mo-Ni,"{""Mg"": 87.5, ""Mo"": 6.2, ""Ni"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1454,,2.1648,,6.259,,9.7308,,6.2428,,,0.0,,MP-BROAD-mp-1028379-de5859864cc2,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1028379, Mg14NiMo, spacegroup=P-6m2"
Co-Mg-Mo,"{""Co"": 6.2, ""Mg"": 87.5, ""Mo"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1951,,2.2113,,6.2081,,9.7325,,6.109,,,0.0,,MP-BROAD-mp-1028389-c5ee83741366,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1028389, Mg14CoMo, spacegroup=P-6m2"
Mg-Nb-V,"{""Mg"": 14.3, ""Nb"": 14.3, ""O"": 57.1, ""V"": 14.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.6105,,0.9204,,5.3711,,,,44.7161,,,0.0,,MP-BROAD-mp-2225270-727e45c41bb5,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2225270, MgNbVO4, spacegroup=I-4m2"
Mg-Nb-Ti,"{""Mg"": 14.3, ""Nb"": 14.3, ""O"": 57.1, ""Ti"": 14.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8221,,0.643,,5.1669,,,,45.6711,,,0.0,,MP-BROAD-mp-2225834-6963435dec84,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2225834, MgTiNbO4, spacegroup=I-4m2"
Mg-Nb-V,"{""Mg"": 14.3, ""Nb"": 14.3, ""O"": 57.1, ""V"": 14.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.5288,,1.0022,,5.1662,,,,44.7161,,,0.0,,MP-BROAD-mp-2225882-036c3b79c3a4,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2225882, MgNbVO4, spacegroup=I-4m2"
Mg-Mn-Nb,"{""Mg"": 14.3, ""Mn"": 14.3, ""Nb"": 14.3, ""O"": 57.1}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.5712,,0.618,,5.5874,,,,44.364,,,0.0,,MP-BROAD-mp-2226912-901ab55ea415,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2226912, MgMnNbO4, spacegroup=I-4m2"
Mg-Nb-V,"{""Mg"": 6.7, ""Nb"": 6.7, ""O"": 66.7, ""V"": 20.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.4589,,0.9323,,6.6276,,5.7044,,44.6221,,,0.0,,MP-BROAD-mp-2232092-92b2a57c0017,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2232092, MgNbV3O10, spacegroup=P-4m2"
Mg-Nb-V,"{""Mg"": 6.7, ""Nb"": 6.7, ""O"": 66.7, ""V"": 20.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.4843,,0.9069,,6.635,,5.422,,44.6221,,,0.0,,MP-BROAD-mp-2232233-4667dab3eed7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2232233, MgNbV3O10, spacegroup=P-4m2"
Nb-V,"{""Nb"": 14.3, ""O"": 71.4, ""V"": 14.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.6865,,0.9974,,6.8776,,4.2258,,43.7901,,,0.0,,MP-BROAD-mp-2236644-ae06efd27c48,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2236644, NbVO5, spacegroup=P4/nmm"
Nb-V,"{""Nb"": 10.0, ""O"": 70.0, ""V"": 20.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.5864,,1.0386,,8.9153,,,,43.0193,,,0.0,,MP-BROAD-mp-773430-6310847a81ed,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-773430, NbV2O7, spacegroup=Pa-3"
Nb-Ti,"{""Nb"": 8.3, ""O"": 66.7, ""Ti"": 25.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.2582,,0.3035,,5.9745,,9.4014,,45.9963,,,0.0,,MP-BROAD-mp-776082-16135ab0db2a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-776082, Ti3NbO8, spacegroup=P6_3mc"
Nb-V,"{""Nb"": 7.1, ""O"": 71.4, ""V"": 21.4}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.4202,,1.0957,,6.7164,,4.5115,,42.5705,,,0.0,,MP-BROAD-mp-776661-77953ccfeccc,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-776661, NbV3O10, spacegroup=P-4m2"
Al-Mn-Nb,"{""Al"": 25.0, ""Mn"": 50.0, ""Nb"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2565,,3.9435,,4.2355,,,,6.4929,,,0.0,,MP-BROAD-mp-865011-32e1902afe41,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-865011, Mn2NbAl, spacegroup=Fm-3m"
Al-Fe-Nb,"{""Al"": 25.0, ""Fe"": 50.0, ""Nb"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3758,,4.5042,,4.1646,,,,6.884,,,0.0,,MP-BROAD-mp-865280-d1458f4c399a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-865280, NbAlFe2, spacegroup=Fm-3m"
Nb-U,"{""Nb"": 25.0, ""U"": 75.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.3415,,6.3965,,5.9307,,5.4755,,2.8209,,,0.0,,MP-BROAD-mp-972551-0ea711c5a5da,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-972551, U3Nb, spacegroup=P6_3/mmc"
Co-Nb,"{""Co"": 75.0, ""Nb"": 25.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1405,,5.0445,,5.1416,,4.1179,,6.9814,,,0.0,,MP-BROAD-mp-977426-aa6710aa0649,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-977426, NbCo3, spacegroup=P6_3/mmc"
Nb-Ti,"{""Nb"": 25.0, ""Ti"": 75.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0845,,5.6145,,4.1334,,,,0.2951,,,0.0,,MP-BROAD-mp-980945-c7fe8c67b948,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-980945, Ti3Nb, spacegroup=Pm-3m"
Nb-Ti,"{""Nb"": 25.0, ""Ti"": 75.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0819,,5.6119,,5.2911,,,,0.2951,,,0.0,,MP-BROAD-mp-981232-29327cdacb9e,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-981232, Ti3Nb, spacegroup=I4/mmm"
Nb-Ni,"{""Nb"": 25.0, ""Ni"": 75.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1304,,5.0921,,3.6955,,,,7.3562,,,0.0,,MP-BROAD-mp-999188-c8630b649cf4,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-999188, NbNi3, spacegroup=Pm-3m"
Nb,"{""N"": 50.0, ""Nb"": 50.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.8636,,5.3814,,3.2006,,6.0657,,32.1267,,,0.0,,MP-BROAD-mp-999355-ba0fb5cd0d95,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-999355, NbN, spacegroup=P6_3mc"
Nb,"{""N"": 50.0, ""Nb"": 50.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.0907,,5.1543,,2.9517,,5.8982,,32.1267,,,0.0,,MP-BROAD-mp-999357-0bd074c87931,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-999357, NbN, spacegroup=P6_3/mmc"
Nb,"{""C"": 50.0, ""Nb"": 50.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1555,,7.3145,,3.1542,,5.582,,30.9417,,,0.0,,MP-BROAD-mp-999377-d4fc9508fbd0,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-999377, NbC, spacegroup=P6_3/mmc"
Nb-Ni,"{""Nb"": 25.0, ""Ni"": 75.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1209,,5.1016,,4.1428,,,,7.3562,,,0.0,,MP-BROAD-mp-999378-4933fd1d0091,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-999378, NbNi3, spacegroup=Fm-3m"
Nb,"{""C"": 50.0, ""Nb"": 50.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3971,,7.0729,,3.7142,,4.4703,,30.9417,,,0.0,,MP-BROAD-mp-999388-2a581a72486c,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-999388, NbC, spacegroup=P6_3/mmc"
Fe-Nb,"{""Fe"": 75.0, ""Nb"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0486,,5.0539,,4.2089,,,,6.6109,,,0.0,,MP-BROAD-mp-999389-d49e389051c6,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-999389, NbFe3, spacegroup=Fm-3m"
Cr-Nb,"{""Cr"": 75.0, ""Nb"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1222,,5.0897,,4.2174,,,,5.8824,,,0.0,,MP-BROAD-mp-999390-5f205a5aec0d,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-999390, NbCr3, spacegroup=Fm-3m"
Fe-Nb,"{""Fe"": 75.0, ""Nb"": 25.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0296,,5.1321,,3.572,,4.853,,6.6109,,,0.0,,MP-BROAD-mp-999391-d4b08816b455,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-999391, NbFe3, spacegroup=I4/mmm"
Cr-Nb,"{""Cr"": 75.0, ""Nb"": 25.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,0.3813,,5.3488,,5.0989,,,,5.8824,,,0.0,,MP-BROAD-mp-999392-2af486e23ee5,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-999392, NbCr3, spacegroup=I4/mmm"
Cr-Nb,"{""Cr"": 75.0, ""Nb"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.543,,5.5105,,3.807,,,,5.8824,,,0.0,,MP-BROAD-mp-999393-fed0eae1a1e6,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-999393, NbCr3, spacegroup=Pm-3m"
Co-Nb,"{""Co"": 50.0, ""Nb"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.025,,5.955,,3.082,,,,7.7491,,,0.0,,MP-BROAD-mp-1009264-9f5c3ece0b4a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009264, NbCo, spacegroup=Pm-3m"
Nb,"{""C"": 50.0, ""Nb"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0274,,7.4974,,3.4372,,,,30.9417,,,0.0,,MP-BROAD-mp-1009458-6b26e8e12dda,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009458, NbC, spacegroup=F-43m"
Nb,"{""C"": 50.0, ""Nb"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.3932,,7.8632,,2.8064,,,,30.9417,,,0.0,,MP-BROAD-mp-1009459-44aff971cf75,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009459, NbC, spacegroup=Pm-3m"
Nb,"{""N"": 50.0, ""Nb"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.6064,,5.6386,,2.7593,,,,32.1267,,,0.0,,MP-BROAD-mp-1009471-9cb44118208c,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009471, NbN, spacegroup=Pm-3m"
Mg-Nb,"{""Mg"": 87.5, ""Nb"": 12.5}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1817,,2.4492,,6.3101,,5.0049,,2.9258,,,0.0,,MP-BROAD-mp-1016331-0eac766e474c,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1016331, Mg7Nb, spacegroup=P-6m2"
Co-Nb,"{""Co"": 75.0, ""Nb"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1233,,5.0617,,3.6149,,,,6.9814,,,0.0,,MP-BROAD-mp-1018021-bcb2cf4933f9,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1018021, NbCo3, spacegroup=Pm-3m"
Nb,"{""N"": 50.0, ""Nb"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.8266,,5.4184,,3.3888,,,,32.1267,,,0.0,,MP-BROAD-mp-1018142-792a2d0d542c,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1018142, NbN, spacegroup=F-43m"
Mg-Nb,"{""Mg"": 93.8, ""Nb"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0991,,1.9848,,6.354,,10.1076,,2.1216,,,0.0,,MP-BROAD-mp-1023502-acc9bcb478a1,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1023502, Mg15Nb, spacegroup=P-6m2"
Mg-Nb,"{""Mg"": 37.5, ""Nb"": 12.5, ""O"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.4477,,0.3548,,4.3959,,,,44.7483,,,0.0,,MP-BROAD-mp-1023920-0768fbc3618a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1023920, Mg3NbO4, spacegroup=Pm-3m"
Mg-Nb-Ti,"{""Mg"": 87.5, ""Nb"": 6.2, ""Ti"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1621,,2.2534,,6.3447,,9.9925,,2.8169,,,0.0,,MP-BROAD-mp-1026432-cb317bb70fbc,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1026432, Mg14TiNb, spacegroup=P-6m2"
Mg-Nb-W,"{""Mg"": 87.5, ""Nb"": 6.2, ""W"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.2627,,2.6051,,6.2714,,9.9177,,3.7417,,,0.0,,MP-BROAD-mp-1026515-34f41e1b5cac,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1026515, Mg14NbW, spacegroup=P-6m2"
Hf-Mg-Nb,"{""Hf"": 6.2, ""Mg"": 87.5, ""Nb"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1663,,2.3562,,6.3902,,10.0004,,2.1222,,,0.0,,MP-BROAD-mp-1026524-2c181b1e73e4,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1026524, HfMg14Nb, spacegroup=P-6m2"
Mg-Nb,"{""C"": 6.2, ""Mg"": 87.5, ""Nb"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.3498,,2.5974,,6.2452,,9.7014,,13.0518,,,0.0,,MP-BROAD-mp-1026534-adc10f58dbc1,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1026534, Mg14NbC, spacegroup=P-6m2"
Cr-Mg-Nb,"{""Cr"": 6.2, ""Mg"": 87.5, ""Nb"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1743,,2.2191,,6.3106,,10.0172,,5.2343,,,0.0,,MP-BROAD-mp-1026535-236fb0f1f4cc,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1026535, Mg14NbCr, spacegroup=P-6m2"
Mg-Nb-Si,"{""Mg"": 87.5, ""Nb"": 6.2, ""Si"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1049,,2.1825,,6.2435,,10.0904,,6.8402,,,0.0,,MP-BROAD-mp-1026700-a41f981f2375,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1026700, Mg14NbSi, spacegroup=P-6m2"
Cu-Mg-Nb,"{""Cu"": 6.2, ""Mg"": 87.5, ""Nb"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1075,,2.1145,,6.2894,,9.8972,,5.2343,,,0.0,,MP-BROAD-mp-1026869-e061aef811f6,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1026869, Mg14NbCu, spacegroup=P-6m2"
Fe-Mg-Nb,"{""Fe"": 6.2, ""Mg"": 87.5, ""Nb"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.2179,,2.2738,,6.2624,,9.842,,5.5202,,,0.0,,MP-BROAD-mp-1027791-6cd66b2250df,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1027791, Mg14NbFe, spacegroup=P-6m2"
Mg-Mn-Nb,"{""Mg"": 87.5, ""Mn"": 6.2, ""Nb"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1555,,2.1271,,6.3134,,9.9799,,5.3769,,,0.0,,MP-BROAD-mp-1028054-6e51139bdef7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1028054, Mg14MnNb, spacegroup=P-6m2"
Al-Mg-Nb,"{""Al"": 6.2, ""Mg"": 87.5, ""Nb"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0918,,2.0926,,6.2822,,10.1182,,3.2535,,,0.0,,MP-BROAD-mp-1028243-9a623c45a6a2,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1028243, Mg14NbAl, spacegroup=P-6m2"
Mg-Nb-V,"{""Mg"": 87.5, ""Nb"": 6.2, ""V"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1862,,2.306,,6.3134,,10.0423,,4.3997,,,0.0,,MP-BROAD-mp-1028293-49b686aaa0b7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1028293, Mg14NbV, spacegroup=P-6m2"
Mg-Nb-Ni,"{""Mg"": 87.5, ""Nb"": 6.2, ""Ni"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1165,,2.1824,,6.2611,,9.825,,5.8093,,,0.0,,MP-BROAD-mp-1028349-4b21800ae916,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1028349, Mg14NbNi, spacegroup=P-6m2"
Co-Mg-Nb,"{""Co"": 6.2, ""Mg"": 87.5, ""Nb"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1708,,2.2336,,6.3078,,9.8709,,5.6644,,,0.0,,MP-BROAD-mp-1028402-dd22ee240b2e,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1028402, Mg14NbCo, spacegroup=P-6m2"
