element_system,composition,phase,functional,cutoff_energy,kpoint_density,pseudopotential,code,formation_energy,formation_energy_uncertainty,cohesive_energy,cohesive_energy_uncertainty,lattice_constant_a,lattice_constant_b,lattice_constant_c,lattice_constant_uncertainty,lattice_distortion,lattice_distortion_uncertainty,temperature,pressure,magnetic_ordering,source_id,source_doi,calculation_date,notes
U,"{""O"": 66.7, ""U"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.7504,,-0.1814,,3.8566,,,,49.1948,,,0.0,,MP-mp-1597-f1d0ea43ce92,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1597, UO2, spacegroup=Fm-3m"
U,"{""O"": 66.7, ""U"": 33.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.6246,,-0.0556,,5.1385,,3.5901,,49.1948,,,0.0,,MP-mp-865305-db4ee58e7478,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-865305, UO2, spacegroup=P4_2/mnm"
U,"{""O"": 75.0, ""U"": 25.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.4151,,-0.0926,,3.9917,,4.1445,,49.4872,,,0.0,,MP-mp-233-7ed955270b71,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-233, UO3, spacegroup=Cmmm"
U,"{""O"": 75.0, ""U"": 25.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.53,,-0.2075,,11.2438,,,,49.4872,,,0.0,,MP-mp-294-316056170f84,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-294, UO3, spacegroup=I4_1/amd"
U,"{""O"": 75.0, ""U"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.6122,,-0.2897,,4.1354,,,,49.4872,,,0.0,,MP-mp-375-cdc699a8deff,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-375, UO3, spacegroup=Pm-3m"
U,"{""O"": 75.0, ""U"": 25.0}",TRIGONAL,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.4983,,-0.1758,,3.8093,,4.1526,,49.4872,,,0.0,,MP-mp-8134-599aacbc16ec,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-8134, UO3, spacegroup=P-3m1"
U,"{""O"": 75.0, ""U"": 25.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.5292,,-0.2067,,5.2485,5.5424,7.5683,,49.4872,,,0.0,,MP-mp-21858-4155b8f03c27,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-21858, UO3, spacegroup=P2_12_12_1"
U,"{""O"": 75.0, ""U"": 25.0}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.4779,,-0.1554,,14.51,4.0746,10.4861,,49.4872,,,0.0,,MP-mp-616580-cd6facf78ab3,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-616580, UO3, spacegroup=P2_1"
U,"{""O"": 75.0, ""U"": 25.0}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8305,,0.492,,4.2035,,19.7445,,49.4872,,,0.0,,MP-mp-684639-c0d7f1e6c07f,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-684639, UO3, spacegroup=Pm"
U,"{""O"": 75.0, ""U"": 25.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.5294,,-0.2069,,11.3025,11.2806,6.9742,,49.4872,,,0.0,,MP-mp-1198490-acdf87a7addd,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1198490, UO3, spacegroup=Fddd"
U,"{""O"": 80.0, ""U"": 20.0}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.5197,,0.6543,,5.2767,5.4799,6.082,,48.4848,,,0.0,,MP-mp-687150-192ee5079415,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-687150, UO4, spacegroup=P2_1/c"
U,"{""O"": 80.0, ""U"": 20.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.5214,,0.6526,,5.3165,6.0938,10.1126,,48.4848,,,0.0,,MP-mp-725199-6f77a53d9fb7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-725199, UO4, spacegroup=Pbca"
U,"{""O"": 80.0, ""U"": 20.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.5378,,0.6362,,4.2446,5.7513,5.758,,48.4848,,,0.0,,MP-mp-1178842-71c963d14c02,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1178842, UO4, spacegroup=I4/mmm"
U,"{""O"": 80.0, ""U"": 20.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.514,,0.66,,6.1926,,6.8909,,48.4848,,,0.0,,MP-mp-1178853-d536ea74b2b7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1178853, UO4, spacegroup=Cmce"
U,"{""O"": 83.3, ""U"": 16.7}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.8231,,1.2529,,5.2106,,,,47.0929,,,0.0,,MP-mp-1072461-6668472b0851,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1072461, UO5, spacegroup=I4/m"
U,"{""C"": 26.7, ""O"": 66.7, ""U"": 6.7}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.8327,,2.2278,,6.6655,,10.5237,,33.741,,,0.0,,MP-mp-1193074-bd9fda70051e,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1193074, U(C2O5)2, spacegroup=Ccce"
U,"{""C"": 22.2, ""O"": 66.7, ""U"": 11.1}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.6479,,2.3251,,7.6708,,11.0396,,39.8313,,,0.0,,MP-mp-1204504-099f637a5533,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1204504, U(CO3)2, spacegroup=C2/c"
U,"{""C"": 24.0, ""O"": 64.0, ""U"": 12.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.9112,,2.1748,,14.9993,,,,40.3801,,,0.0,,MP-mp-1204076-8e482c7642fc,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1204076, U3(C3O8)2, spacegroup=I23"
U,"{""C"": 20.0, ""O"": 70.0, ""U"": 10.0}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.2281,,1.6069,,3.786,4.8299,17.3396,,38.9966,,,0.0,,MP-mp-1179589-820ddef12493,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1179589, UC2O7, spacegroup=P1"
U,"{""C"": 20.0, ""O"": 70.0, ""U"": 10.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.2127,,1.6223,,13.269,11.9394,7.0003,,38.9966,,,0.0,,MP-mp-1189020-f67b01259641,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1189020, UC2O7, spacegroup=Fdd2"
U,"{""C"": 16.7, ""O"": 75.0, ""U"": 8.3}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.5118,,2.1146,,5.6699,9.8589,16.3553,,37.2695,,,0.0,,MP-mp-1198555-1f804bc7902b,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1198555, UC2O9, spacegroup=P2_1/c"
U,"{""C"": 16.7, ""O"": 75.0, ""U"": 8.3}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.6429,,1.9835,,5.9408,9.6298,14.6121,,37.2695,,,0.0,,MP-mp-1198839-818672664588,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1198839, UC2O9, spacegroup=P2_1/c"
U,"{""C"": 33.3, ""O"": 58.3, ""U"": 8.3}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.5672,,2.8518,,5.8965,11.1938,11.219,,35.321,,,0.0,,MP-mp-727078-bbd694b0c59b,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-727078, UC4O7, spacegroup=Pbcn"
U,"{""C"": 14.3, ""O"": 71.4, ""U"": 14.3}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8216,,0.868,,4.2891,4.8488,5.5909,,43.5111,,,0.0,,MP-mp-29761-7b746642ab90,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-29761, UCO5, spacegroup=Imm2"
U,"{""C"": 14.3, ""O"": 71.4, ""U"": 14.3}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8214,,0.8682,,4.288,4.8481,9.1437,,43.5111,,,0.0,,MP-mp-555173-2209fb8ba9e0,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-555173, UCO5, spacegroup=Pmmn"
U,"{""C"": 12.5, ""O"": 75.0, ""U"": 12.5}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.1483,,1.4017,,6.4509,11.018,17.3238,,42.4178,,,0.0,,MP-mp-1200108-b58263b59c3a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1200108, UCO6, spacegroup=Pbca"
U,"{""C"": 12.5, ""O"": 75.0, ""U"": 12.5}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.1753,,1.3747,,8.0784,,10.7067,,42.4178,,,0.0,,MP-mp-1200269-f2d923580aef,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1200269, UCO6, spacegroup=C2/c"
U,"{""N"": 21.1, ""O"": 73.7, ""U"": 5.3}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.5331,,2.7006,,6.9934,10.1936,11.9723,,31.664,,,0.0,,MP-mp-1179579-69959822b7bc,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1179579, U(N2O7)2, spacegroup=P2_1/c"
U,"{""N"": 28.6, ""O"": 66.7, ""U"": 4.8}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.6333,,2.7611,,6.6679,8.1488,13.2947,,29.988,,,0.0,,MP-mp-1196565-77ce83fe38f4,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1196565, U(N3O7)2, spacegroup=P2_1/c"
U,"{""N"": 18.2, ""O"": 72.7, ""U"": 9.1}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.1355,,2.1406,,4.8537,6.9893,7.1901,,38.2729,,,0.0,,MP-mp-1103907-e27c2b890915,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1103907, U(NO4)2, spacegroup=P-1"
U,"{""N"": 15.4, ""O"": 76.9, ""U"": 7.7}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.8465,,2.3226,,7.3132,,7.7183,,36.5816,,,0.0,,MP-mp-732190-69e0548a801b,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-732190, U(NO5)2, spacegroup=Cm"
U,"{""N"": 15.4, ""O"": 76.9, ""U"": 7.7}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.9386,,2.2304,,7.3409,,7.7646,,36.5816,,,0.0,,MP-mp-1104949-1a0da8297e4c,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1104949, U(NO5)2, spacegroup=Cm"
U,"{""N"": 11.8, ""O"": 82.4, ""U"": 5.9}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.6473,,2.3866,,8.9494,,12.4442,,33.6261,,,0.0,,MP-mp-1196744-c5408a03dc0a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1196744, U(NO7)2, spacegroup=Cmc2_1"
U,"{""N"": 11.8, ""O"": 82.4, ""U"": 5.9}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.7331,,2.3008,,7.4461,,11.8165,,33.6261,,,0.0,,MP-mp-1197147-2cdcd39cccb8,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1197147, U(NO7)2, spacegroup=Cmc2_1"
U,"{""N"": 3.7, ""O"": 85.2, ""U"": 11.1}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.2384,,1.7579,,7.5238,11.3642,12.7793,,42.2595,,,0.0,,MP-mp-1204175-5146da0b7e6d,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1204175, U3NO23, spacegroup=P-1"
U,"{""N"": 3.7, ""O"": 85.2, ""U"": 11.1}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.1101,,1.8862,,7.8211,10.8752,12.1407,,42.2595,,,0.0,,MP-mp-1237592-1443e7063117,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1237592, U3NO23, spacegroup=P-1"
U,"{""N"": 14.3, ""O"": 78.6, ""U"": 7.1}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.9364,,2.1891,,6.9028,7.2241,10.2378,,35.7033,,,0.0,,MP-mp-1193969-71f79e7711e0,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1193969, UN2O11, spacegroup=P-1"
U,"{""N"": 14.3, ""O"": 78.6, ""U"": 7.1}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.9386,,2.1869,,8.8979,7.2717,14.6168,,35.7033,,,0.0,,MP-mp-1204308-80b9da555177,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1204308, UN2O11, spacegroup=P2_1/c"
U,"{""N"": 20.0, ""O"": 70.0, ""U"": 10.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.3772,,1.9678,,5.1395,10.9941,12.826,,39.1495,,,0.0,,MP-mp-1179344-3282334d5aae,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1179344, UN2O7, spacegroup=Pbcn"
U,"{""N"": 20.0, ""O"": 70.0, ""U"": 10.0}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.3333,,2.0117,,4.9942,11.7782,13.1126,,39.1495,,,0.0,,MP-mp-1202133-1da3cd89839b,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1202133, UN2O7, spacegroup=Pbcn"
U,"{""N"": 10.0, ""O"": 80.0, ""U"": 10.0}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.2644,,1.8466,,9.0717,,10.7727,,40.297,,,0.0,,MP-mp-1205255-32ae0e329c56,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1205255, UNO8, spacegroup=P-1"
U,"{""C"": 60.0, ""U"": 40.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2904,,6.3516,,7.0006,,,,35.6371,,,0.0,,MP-mp-2625-7761c2c3d888,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2625, U2C3, spacegroup=I-43d"
U,"{""C"": 25.0, ""U"": 75.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.3944,,6.3994,,4.0433,,,,25.1068,,,0.0,,MP-mp-972103-53313da6325e,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-972103, U3C, spacegroup=Pm-3m"
U,"{""C"": 50.0, ""U"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2555,,6.2045,,3.4905,,,,33.9056,,,0.0,,MP-mp-2489-0e256c4191bd,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2489, UC, spacegroup=Fm-3m"
U,"{""C"": 66.7, ""U"": 33.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2383,,6.5256,,3.5441,,3.9158,,36.0398,,,0.0,,MP-mp-2486-510571222376,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2486, UC2, spacegroup=I4/mmm"
U,"{""C"": 66.7, ""U"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.4055,,7.1694,,3.8092,,,,36.0398,,,0.0,,MP-mp-1008642-2be502062895,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1008642, UC2, spacegroup=Fm-3m"
U,"{""C"": 66.7, ""U"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0479,,6.8118,,5.3949,,,,36.0398,,,0.0,,MP-mp-1102444-4ab0cc9a72e3,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1102444, UC2, spacegroup=Pa-3"
U,"{""N"": 61.0, ""U"": 39.0}",TRIGONAL,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.7421,,3.4236,,9.2365,,,,37.0652,,,0.0,,MP-mp-32742-66c3676498f2,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-32742, U16N25, spacegroup=R3"
U,"{""N"": 60.0, ""U"": 40.0}",TRIGONAL,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.7198,,3.4522,,3.71,,5.741,,36.9476,,,0.0,,MP-mp-973-af1aa9a355c9,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-973, U2N3, spacegroup=P-3m1"
