U,Ta,V,Fe,Mo,Si,Cr,Ru,Mn,Nb,Al,Zr,Ti,mo_equivalent,pauling_chi_diff,allen_chi_diff,config_entropy,bv_ratio,u_density,mixing_enthalpy,lattice_distortion,cluster_type,phase_label
0.899729,0.0,0.0,0.0,0.0,0.0,0.030895,0.069376,0.0,0.0,0.0,0.0,0.0,0.0,0.06553892000000001,0.07106747199999998,3.222537926599123,10.667092658582135,18.510426293962432,2.1505592476699995,0.04698126953151176,I,H
0.940213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059787,0.0,0.0,0.0,0.0,0.0,0.01016379000000001,0.031149027000000006,1.8821319900480284,9.047237790232186,19.057646116893515,0.0,0.04457011838781564,III,H
0.950576,0.0,0.0,0.0,0.0,0.0,0.0,0.049424,0.0,0.0,0.0,0.0,0.0,0.0,0.04052768000000002,0.041120767999999995,1.636326073468443,9.913285177320601,18.82936833706237,1.40943804672,0.030782090022661277,II,H
0.839882,0.093083,0.067034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16222228,0.02792846000000001,0.051454902,4.56206219225204,10.494871116274998,18.256947318085707,1.907804177426447,0.04174775452563614,I,M
0.916136,0.0,0.0,0.0,0.0,0.0,0.021346,0.0,0.0,0.062518,0.0,0.0,0.0,0.07064534,0.019730840000000013,0.035916658000000004,2.7908368723207517,9.742241162710288,18.330385603248693,-0.042883135828,0.03254459453951113,I,M
0.986181,0.0,0.0,0.0,0.0,0.013819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00718588,0.00953511,0.6060243921500192,9.034507709384757,18.834323508096084,0.885822290535,0.029285969731599873,IV,H
0.850356,0.0,0.0,0.0,0.0,0.0,0.076542,0.0,0.0,0.073102,0.0,0.0,0.0,0.08260525999999999,0.03751420000000001,0.064280698,4.371308702081932,10.53474060845409,17.815562642255504,0.363060979284,0.05182401984568718,I,M
0.933636,0.0,0.066364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16060088,0.016591,0.028271064,2.029701267525776,9.73436797936553,18.469866422677068,1.2391963900800003,0.03543536147668331,III,H
0.902516,0.0,0.0,0.0,0.084575,0.0,0.0,0.0,0.0,0.0,0.012909,0.0,0.0,0.084575,0.06893757000000002,0.060730707999999994,2.9733533495304556,10.634731210316485,18.31015239760234,-0.03322586085499997,0.03176059894379383,IV,H
0.927785,0.072215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008665800000000008,0.01776489,2.1560791262177306,9.631862941781998,18.906898393488927,0.66999993775,0.02170089166481951,I,H
0.94928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028498,0.0,0.022222,0.0,0.0,0.0,0.009955720000000008,0.023447372,1.9570901994417071,9.014133876730682,18.756671017787372,0.6328470048,0.03322287868984261,IV,H
0.944818,0.0,0.0,0.0,0.0,0.0,0.0,0.055182,0.0,0.0,0.0,0.0,0.0,0.0,0.04524924000000002,0.04591142399999999,1.7750345104993281,10.014181520288696,18.802269451268224,1.5641084062800001,0.032453669751222235,II,M
0.819843,0.083678,0.0,0.0,0.0,0.0,0.096479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037055480000000016,0.06226371599999999,4.955573147755903,10.98687617608333,18.17644920568562,1.47700455351,0.05705663750262573,I,M
0.987521,0.0,0.0,0.0,0.0,0.012479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00648908,0.00861051,0.5579118353595294,9.035742119134778,18.85598794953223,0.8010128463349999,0.027839413331852487,IV,H
0.903516,0.0,0.0,0.0,0.096484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096484,0.07525752000000002,0.06358295600000001,2.637933463475469,10.879579109940405,18.402194736602507,-0.43587418872,0.03251699219884883,I,M
0.989074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010926,0.0,0.0,0.0,0.0025129800000000023,0.004228362,0.5006239652314867,9.03142527013611,18.914224581927744,0.32419867572,0.008670803617073813,IV,H
0.980038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019962,0.0,0.0,0.0,0.0,0.0,0.003393540000000003,0.010400202000000002,0.8138673307864697,9.047237790232186,19.057646116893515,0.0,0.02609825662471331,III,M
0.98213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01787,0.0,0.0,0.0,0.0,0.0,0.0030379000000000027,0.009310270000000002,0.7451800355600295,9.047237790232186,19.057646116893515,0.0,0.02470957562901118,III,H
0.916858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083142,0.0,0.0914562,0.004157099999999985,0.014383566000000002,2.3809379288345935,8.852475141882406,17.89811730080116,0.45737644701599994,0.007064343403437827,II,M
0.904861,0.0,0.0,0.0,0.076105,0.0,0.0,0.0,0.019034,0.0,0.0,0.0,0.0,0.076105,0.06259768000000003,0.060069909000000005,3.0087154809942143,10.520602659325311,18.533134564048744,-0.344322232025,0.03815501717925141,III,H
0.859398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140602,0.0,0.15466220000000003,0.007030099999999975,0.02432414600000001,3.375939494344593,8.717873354889333,17.110327541263114,0.724998465576,0.008881072542693932,II,M
0.9772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228,0.0,0.0,0.0,0.005244000000000005,0.008823600000000001,0.904103950574616,9.014240768614892,18.75764729803073,0.6684048,0.012462462112632272,IV,H
0.948978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051022,0.0,0.0561242,0.002551099999999991,0.008826806000000001,1.675383535498867,8.927717212857305,18.34329221308225,0.290512533096,0.005634746820300953,II,H
0.84936,0.0,0.0,0.0,0.0,0.0,0.081665,0.068975,0.0,0.0,0.0,0.0,0.0,0.0,0.07942570000000002,0.09266647999999998,4.387282659689747,11.32427855116695,18.129964115255564,2.451168024,0.05983765367442933,I,H
0.969107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030893,0.05746098,0.0049428800000000045,0.009669508999999998,1.1459415022631665,9.087424445897264,18.673200547976244,0.538895205918,0.010000196808809439,II,M
0.947725,0.0,0.043685,0.0,0.0,0.00859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1057177,0.01538805,0.02453691,1.8998738836367042,9.491637405512737,18.532734223202425,1.3436804368500002,0.03686674115835938,IV,H
0.862324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137676,0.0,0.0,0.0,0.15557387999999997,0.030288720000000026,0.058787652,3.331604512765475,9.962769393797586,17.783359125916142,-0.47488527609599995,0.02904655121166617,I,M
0.917813,0.082187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009862440000000009,0.020218002,2.36182913469031,9.712592457966373,18.885854901613307,0.75432297031,0.023045285866075578,I,M
0.862548,0.0,0.0,0.0,0.0,0.0,0.0,0.049283,0.0,0.0,0.0,0.0,0.088169,0.16399434000000002,0.05451910000000003,0.06860035299999999,4.073935843968728,10.025507668020701,17.70130708176172,2.6441684955360003,0.034005872264004096,II,M
0.872476,0.083504,0.0,0.0,0.0,0.0,0.04402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02234608000000001,0.039558623999999994,3.856294676976951,10.299158189979766,18.568182320519547,1.11261629424,0.04279287221185656,I,M
0.852912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147088,0.0,0.16179680000000002,0.007354399999999974,0.025446224000000007,3.4721300648445763,8.702679703820118,17.022087236022475,0.7527187215360001,0.009047764158804499,II,H
0.939285,0.060715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007285800000000006,0.014935889999999999,1.9033269703585145,9.538763319226812,18.931097388940756,0.57028688775,0.02000176745892519,I,M
0.944715,0.0,0.0,0.0,0.0,0.0,0.0,0.055285,0.0,0.0,0.0,0.0,0.0,0.0,0.04533370000000002,0.045997119999999996,1.7774659808265072,10.015986369772147,18.8017837263442,1.5668570632499998,0.03248264869420777,II,M
0.938853,0.0,0.0,0.0,0.0,0.005919,0.055228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01854172,0.027942605999999995,2.0748108933331157,9.76432075489586,18.57127828198078,0.8797193437950002,0.04545507908804277,I,M
0.933262,0.066738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008008560000000008,0.016417548,2.03791303634448,9.587523234587671,18.918432623259747,0.6228403935600001,0.020913619842921973,I,M
0.952646,0.047354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005682480000000005,0.011649084,1.5850582334209649,9.430597749056389,18.95912006093188,0.45111598684,0.017769698198655794,I,M
0.954887,0.0,0.0,0.0,0.0,0.0,0.0,0.045113,0.0,0.0,0.0,0.0,0.0,0.0,0.03699266000000001,0.037534015999999996,1.528663660451496,9.837744341173423,18.84958728139452,1.2923345169300002,0.029457560231241502,II,M
0.938632,0.0,0.0,0.0,0.0,0.0,0.0,0.032651,0.0,0.0,0.028717,0.0,0.0,0.0,0.03337873000000001,0.038279111,2.2707697624878787,9.577814748864213,18.52429155109999,1.7280590572799999,0.028480498582432248,IV,H
0.864596,0.0,0.0,0.0,0.135404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135404,0.10561512000000003,0.089231236,3.296765999158899,11.618714346487852,18.128571487708108,-0.58534878392,0.037844492893374826,I,M
0.966259,0.0,0.033741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08165322,0.00843525,0.014373665999999998,1.2264389743857629,9.396590748335196,18.76207329125458,0.65205089838,0.025585581339503533,III,H
0.856137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143863,0.0,0.0,0.0,0.16256518999999997,0.03164986000000002,0.061429501000000004,3.424656729758703,10.003912323801794,17.72497787712401,-0.492665748924,0.02960076809442806,I,M
0.935803,0.0,0.064197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15535674,0.01604925,0.027347921999999997,1.9817487376276461,9.711930948447382,18.489476624317405,1.2015149038200001,0.034881682437632226,III,H
0.919973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080027,0.0,0.0,0.0,0.09043050999999999,0.017605940000000014,0.034171529000000006,2.3182367688914365,9.579409320771482,18.32267689075019,-0.29449071708400004,0.02276305445964889,I,M
0.970946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029054,0.0,0.0,0.0,0.0,0.0,0.004939180000000004,0.015137134000000003,1.0927775532154034,9.047237790232186,19.057646116893515,0.0,0.03139250078953889,III,H
0.970315,0.0,0.029685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07183769999999999,0.00742125,0.012645809999999999,1.1111285737832033,9.354595087327349,18.79795713209853,0.5760760155000001,0.02403504308474958,III,H
0.922544,0.0,0.0,0.0,0.0,0.0,0.0,0.07143,0.0,0.0,0.006026,0.0,0.0,0.0,0.05995858000000002,0.06176182199999999,2.441697587878063,10.2901710906766,18.643834864725285,2.14369704192,0.037143594814849065,IV,H
0.889622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110378,0.0,0.0,0.0,0.12472713999999999,0.024283160000000022,0.04713140600000001,2.8874930054443007,9.78124042931483,18.03978279172743,-0.39277878846400005,0.026355785836942404,I,M
0.919001,0.031599,0.049401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11955042,0.016142130000000005,0.028818179999999995,2.7883270288681374,9.814546467646096,18.554058839869036,1.1983840972406075,0.03363617798536255,I,M
0.887578,0.0,0.0,0.0,0.0,0.0,0.0,0.029684,0.0,0.082738,0.0,0.0,0.0,0.09349394,0.042543240000000024,0.06002621400000001,3.4623150469594757,10.117584306548105,18.152021806697988,0.496660246304,0.032643957695509845,I,M
0.912401,0.0,0.0,0.0,0.0,0.0,0.0,0.055739,0.03186,0.0,0.0,0.0,0.0,0.0,0.05112218000000002,0.062973908,2.9462330831646315,10.05608355170838,18.79098381759997,1.5256895801700001,0.04556785292060473,III,H
0.957202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027568,0.0,0.01523,0.0,0.0,0.0,0.008189460000000006,0.020256938000000002,1.7010277805389642,9.02457149423901,18.85186527153612,0.4373455938,0.0321046783003101,IV,H
0.97571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02429,0.0,0.0,0.0,0.005586700000000004,0.00940023,0.9502509836678125,9.012084384307446,18.737946713122316,0.710999877,0.01285502319839284,IV,H
0.899619,0.051391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04899,0.0911214,0.014005320000000012,0.027976056,3.287932593303134,9.527007607617072,18.334380714985876,1.2606605170499998,0.021820844572221162,I,M
0.965577,0.0,0.0,0.0,0.0,0.0,0.0,0.034423,0.0,0.0,0.0,0.0,0.0,0.0,0.02822686000000001,0.028639935999999998,1.2454017990293254,9.650425496725884,18.899467772307528,0.9971417121300001,0.02583624086825247,II,M
0.906561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093439,0.0,0.1027829,0.004671949999999983,0.016164947000000002,2.5808570253321763,8.82835410810817,17.756136686354722,0.508248919674,0.007444897630498107,II,M
0.787324,0.0,0.0,0.0,0.0,0.0,0.0,0.073426,0.0,0.0,0.0,0.139249,0.0,0.15317390000000003,0.06717177,0.085180509,5.441841590209686,10.00767364389001,16.74456763509421,2.392110822995254,0.03907018316953425,II,M
0.911657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088343,0.0,0.09717730000000001,0.004417149999999984,0.015283339000000005,2.4832859980931676,8.840291642158235,17.826358806838197,0.4832310861060001,0.007260299667634158,II,M
0.937214,0.0,0.062786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15194211999999999,0.0156965,0.026746835999999993,1.950177268218587,9.697321511149038,18.502229961153862,1.1768783640799998,0.034515282505580995,III,H
0.967709,0.0,0.032291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07814422,0.00807275,0.013755965999999998,1.1857249720607832,9.381577506604087,18.774912788361473,0.62496582638,0.025043409357782324,III,H
0.971252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028748,0.05347128,0.0045996800000000036,0.008998123999999998,1.0838362252642024,9.084634157598892,18.700008604651863,0.502587944928,0.00965625185005801,II,M
0.927305,0.0,0.062858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009837,0.0,0.0,0.15211635999999998,0.01797701,0.030584426999999994,2.405816689638584,9.683830518113174,18.368612446730253,1.4295343860140002,0.03533736896132433,IV,H
0.897615,0.0,0.0,0.0,0.0,0.011659,0.0,0.0,0.0,0.0,0.0,0.0,0.090726,0.16875036000000002,0.02057884000000001,0.036441947999999995,3.047841480282998,9.154516942974011,17.726968676121377,2.106972742287,0.03130757720536797,IV,H
0.958664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041336,0.0,0.0,0.0,0.046709679999999996,0.009093920000000007,0.017650472,1.4313966933872913,9.322118047974854,18.679978592785016,-0.15850934041599998,0.016646187032762005,I,M
0.954267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045733,0.0,0.0,0.0,0.05167829,0.01006126000000001,0.019527991000000005,1.5443609882326004,9.351357657353955,18.639559603983386,-0.174565970844,0.01747538879413001,I,M
0.849499,0.0,0.033847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116654,0.29888618,0.027126390000000018,0.05093152399999999,4.188588027934034,9.549435723160961,17.268287879421194,2.350917291412,0.030835885742271252,II,M
0.959699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040301,0.07495986,0.006448160000000005,0.012614212999999997,1.404230983923248,9.099662689398933,18.555416522157135,0.6961829291819999,0.011372456358640988,II,M
0.963032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036968,0.06876048,0.005914880000000005,0.011570983999999998,1.3151548617640816,9.095327010658387,18.59718217687183,0.6408246055679999,0.010908837865599756,II,M
0.99327,0.0,0.0,0.0,0.0,0.00673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034996,0.0046437,0.33559664597852207,9.041038105442894,18.94891218070134,0.4345059615,0.020474462807886337,IV,H
0.949963,0.0,0.050037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12108954,0.01250925,0.021315761999999995,1.651361375826349,9.565318877473237,18.616911950058824,0.95066597262,0.030965102515311625,III,M
0.963694,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.019106,0.0,0.0,0.0,0.0,0.0,0.01735202000000001,0.024264626,1.5059695981913561,9.354500696240258,18.977531706035517,0.49726610400000004,0.03127732059605439,III,H
0.957773,0.0,0.0,0.0,0.042227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042227,0.03293706000000001,0.027827593,1.454602590580258,9.849176732516078,18.774699233652335,-0.202219402355,0.022016780875954343,I,M
0.967403,0.0,0.0,0.032597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014668650000000007,0.019981961,1.1943628024691524,9.533917363622916,18.8477963401456,0.473016533865,0.03436530463792723,III,H
0.8943,0.0,0.0,0.0,0.1057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1057,0.08244600000000003,0.0696563,2.8053898335556484,11.054601472222554,18.337894725330152,-0.47263755,0.03389494439865206,I,M
0.880167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119833,0.0,0.0,0.0,0.13541129,0.026363260000000024,0.051168691,3.0478469133828794,9.844115231834591,17.95118131297526,-0.421892208444,0.027336833723364817,I,M
0.860479,0.0,0.0,0.0,0.139521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139521,0.10882638000000004,0.09194433900000001,3.359629263776845,11.696900877034249,18.099305988159085,-0.600274452795,0.038341408986540065,I,M
0.903377,0.0,0.0,0.044877,0.0,0.0,0.0,0.0,0.051746,0.0,0.0,0.0,0.0,0.0,0.028991470000000016,0.054469267,3.1953074610202576,9.753823125615574,18.750995228432192,0.608112744435,0.056848154709446236,III,M
0.851395,0.094111,0.0,0.0,0.0,0.0,0.0,0.054494,0.0,0.0,0.0,0.0,0.0,0.0,0.055978400000000025,0.068490314,4.30616648721989,10.764012659546546,18.60153763602382,2.19313392235,0.03929123825954253,II,M
0.934349,0.0,0.0,0.0,0.0,0.0,0.0,0.065651,0.0,0.0,0.0,0.0,0.0,0.0,0.05383382000000002,0.05462163199999999,2.0139941296998507,10.197627823611546,18.752723589048095,1.8402283859700002,0.03525436946572243,II,H
0.979118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01408,0.0,0.006802,0.0,0.0,0.0,0.003958060000000004,0.009968054000000002,0.9530431305116187,9.037253094263791,18.96715647866687,0.19979881908000002,0.02295696364460621,IV,H
0.898758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101242,0.0,0.0,0.0,0.11440345999999998,0.02227324000000002,0.043230334,2.725357366636989,9.720486944828254,18.125180545215326,-0.36396822974399995,0.025351292766947548,I,M
0.955269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044731,0.0,0.0,0.0,0.0,0.0,0.007604270000000007,0.023304851000000005,1.5189552054769657,9.047237790232186,19.057646116893515,0.0,0.038749577070980555,III,M
0.938382,0.0,0.0,0.0,0.0,0.0,0.061618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01725304,0.026618975999999996,1.9238304244377997,9.853372284328154,18.62313153018229,0.57821222076,0.04364223316484865,I,H
0.911281,0.088719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01064628000000001,0.021824874,2.4905750588872198,9.76547304357772,18.8720404736916,0.80847939039,0.02387129646614484,I,M
0.956579,0.0,0.0,0.0,0.043421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043421,0.03386838000000001,0.028614439000000002,1.4854447335463983,9.871852155754453,18.766611253378255,-0.207678083795,0.022314877966473506,I,M
0.988148,0.0,0.0,0.0,0.0,0.011852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00616304,0.008177879999999998,0.5349906972538189,9.036319712353631,18.86612428127639,0.76124945624,0.027135357821982082,IV,H
0.98937,0.0,0.0,0.0,0.0,0.01063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005527600000000001,0.0073346999999999996,0.4895018686528093,9.037445420349547,18.88587836200199,0.6836052015,0.025706425007346878,IV,H
0.884834,0.0,0.033715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081451,0.0,0.17118640000000002,0.012501299999999986,0.028453613000000003,3.5485035850564937,9.205520115648502,17.6163630583265,1.040051732864,0.026847953751135707,III,M
0.90144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025478,0.0,0.073082,0.13593252,0.017553060000000016,0.032734651999999996,3.1446285811194605,9.105432594680524,17.798556742660505,1.81896983916,0.019617656280287034,IV,H
0.972791,0.0,0.0,0.015643,0.0,0.011566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013053670000000003,0.017569699,1.1926894583213123,9.270136219659733,18.76947270725336,0.959595090085,0.03580027115989783,III,H
0.965086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034914,0.0,0.0,0.0,0.03945282,0.007681080000000007,0.014908278000000002,1.2589817567121877,9.279412391519864,18.738926913407752,-0.134780050416,0.01534147042199665,I,M
