element_system,composition,phase,functional,cutoff_energy,kpoint_density,pseudopotential,code,formation_energy,formation_energy_uncertainty,cohesive_energy,cohesive_energy_uncertainty,lattice_constant_a,lattice_constant_b,lattice_constant_c,lattice_constant_uncertainty,lattice_distortion,lattice_distortion_uncertainty,temperature,pressure,magnetic_ordering,source_id,source_doi,calculation_date,notes
Cr-Fe-Ni,"{""Cr"": 18.0, ""Fe"": 40, ""Ni"": 42.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2883,0.033,-4.6553,0.089,3.5633,,,0.0103,1.9581,0.0229,,,AFM,INCR-c42de11d2a,10.1016/j.jnucmat.2026.01.001,20260721,Anti-ferromagnetic ordering calculation
Cr-Fe-Ni,"{""Cr"": 30.0, ""Fe"": 40, ""Ni"": 30.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.5918,0.035,-4.7117,0.141,3.553,,,0.0141,1.6562,0.0072,,,AFM,INCR-a0c711923d,10.1016/j.jnucmat.2026.01.001,20260721,Anti-ferromagnetic ordering calculation
Cr-Fe-Ni,"{""Cr"": 42.0, ""Fe"": 40, ""Ni"": 18.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4619,0.022,-4.3933,0.128,3.5627,,,0.0197,1.9456,0.0172,,,AFM,INCR-1a572e1033,10.1016/j.jnucmat.2026.01.001,20260721,Anti-ferromagnetic ordering calculation
Cr-Fe-Ni,"{""Cr"": 12.0, ""Fe"": 60, ""Ni"": 28.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.5975,0.061,-4.2915,0.13,3.5416,,,0.0192,1.8019,0.0276,,,AFM,INCR-8f59aef9f3,10.1016/j.jnucmat.2026.01.001,20260721,Anti-ferromagnetic ordering calculation
Cr-Fe-Ni,"{""Cr"": 20.0, ""Fe"": 60, ""Ni"": 20.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.363,0.049,-4.2923,0.112,3.5249,,,0.008,1.5378,0.0276,,,AFM,INCR-8afd548ee0,10.1016/j.jnucmat.2026.01.001,20260721,Anti-ferromagnetic ordering calculation
Cr-Fe-Ni,"{""Cr"": 28.0, ""Fe"": 60, ""Ni"": 12.0}",FCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1025,0.03,-4.6386,0.13,3.6235,,,0.0148,1.8636,0.0251,,,AFM,INCR-b31a50ed2a,10.1016/j.jnucmat.2026.01.001,20260721,Anti-ferromagnetic ordering calculation
C-U,"{""C"": 50.0, ""U"": 50.0}",B1,PBE,600.0,8x8x8,PAW_PBE,VASP,-1.9005,0.059,-7.3821,0.08,4.9776,,,0.0086,2.9988,0.0154,,,,INCR-cad0e2e91c,10.1016/j.jnucmat.2026.01.001,20260721,Uranium monocarbide DFT calculation
C-U,"{""C"": 50.0, ""U"": 50.0}",B1,PBEsol,600.0,8x8x8,PAW_PBE,VASP,-1.7929,0.025,-7.4745,0.097,4.9441,,,0.0147,2.9913,0.0055,,,,INCR-cad0e2e91c-pbesol,10.1016/j.jnucmat.2026.01.001,20260721,Uranium carbide with PBEsol functional
C-U,"{""C"": 66.7, ""U"": 33.3}",B1,PBE,600.0,8x8x8,PAW_PBE,VASP,-2.0393,0.023,-7.2422,0.038,4.941,,,0.0133,2.992,0.0063,,,,INCR-7a103437ef,10.1016/j.jnucmat.2026.01.001,20260721,Uranium monocarbide DFT calculation
C-U,"{""C"": 66.7, ""U"": 33.3}",B1,PBEsol,600.0,8x8x8,PAW_PBE,VASP,-1.8594,0.04,-7.9479,0.102,4.9737,,,0.0109,2.9938,0.0057,,,,INCR-7a103437ef-pbesol,10.1016/j.jnucmat.2026.01.001,20260721,Uranium carbide with PBEsol functional
N-U,"{""N"": 50.0, ""U"": 50.0}",B1,PBE,600.0,8x8x8,PAW_PBE,VASP,-2.5547,0.056,-8.3906,0.071,4.87,,,0.0107,3.0038,0.0129,,,,INCR-55600cfb2c,10.1016/j.jnucmat.2026.01.001,20260721,Uranium mononitride DFT calculation
N-U,"{""N"": 50.0, ""U"": 50.0}",B1,PBEsol,600.0,8x8x8,PAW_PBE,VASP,-2.3672,0.047,-8.4793,0.061,4.9015,,,0.0063,2.9947,0.0231,,,,INCR-55600cfb2c-pbesol,10.1016/j.jnucmat.2026.01.001,20260721,Uranium nitride with PBEsol functional
N-U,"{""N"": 66.7, ""U"": 33.3}",B1,PBE,600.0,8x8x8,PAW_PBE,VASP,-2.2951,0.081,-7.8316,0.061,4.8919,,,0.0059,3.0036,0.0092,,,,INCR-9b481977c2,10.1016/j.jnucmat.2026.01.001,20260721,Uranium mononitride DFT calculation
N-U,"{""N"": 66.7, ""U"": 33.3}",B1,PBEsol,600.0,8x8x8,PAW_PBE,VASP,-2.7964,0.078,-8.4486,0.104,4.8764,,,0.0077,3.0051,0.0298,,,,INCR-9b481977c2-pbesol,10.1016/j.jnucmat.2026.01.001,20260721,Uranium nitride with PBEsol functional
C-Zr,"{""C"": 50.0, ""Zr"": 50.0}",B1,PBE,600.0,8x8x8,PAW_PBE,VASP,-2.2349,0.094,-6.8431,0.032,4.6786,,,0.0108,2.993,0.0221,,,,INCR-86a8b365ad,10.1016/j.jnucmat.2026.01.001,20260721,Zirconium carbide DFT calculation
C-Zr,"{""C"": 50.0, ""Zr"": 50.0}",B1,PBEsol,600.0,8x8x8,PAW_PBE,VASP,-1.9867,0.07,-7.411,0.127,4.7148,,,0.0146,3.0087,0.0059,,,,INCR-86a8b365ad-pbesol,10.1016/j.jnucmat.2026.01.001,20260721,Zirconium carbide with PBEsol functional
C-Zr,"{""C"": 66.7, ""Zr"": 33.3}",B1,PBE,600.0,8x8x8,PAW_PBE,VASP,-1.7667,0.031,-6.7835,0.117,4.7147,,,0.005,3.0091,0.0201,,,,INCR-829033021a,10.1016/j.jnucmat.2026.01.001,20260721,Zirconium carbide DFT calculation
C-Zr,"{""C"": 66.7, ""Zr"": 33.3}",B1,PBEsol,600.0,8x8x8,PAW_PBE,VASP,-2.2361,0.039,-7.3745,0.068,4.7032,,,0.0133,2.9958,0.0225,,,,INCR-829033021a-pbesol,10.1016/j.jnucmat.2026.01.001,20260721,Zirconium carbide with PBEsol functional
N-Zr,"{""N"": 50.0, ""Zr"": 50.0}",B1,PBE,600.0,8x8x8,PAW_PBE,VASP,-2.7087,0.066,-7.3966,0.122,4.599,,,0.0059,3.0087,0.0071,,,,INCR-c1504bce04,10.1016/j.jnucmat.2026.01.001,20260721,Zirconium nitride DFT calculation
N-Zr,"{""N"": 50.0, ""Zr"": 50.0}",B1,PBEsol,600.0,8x8x8,PAW_PBE,VASP,-3.0792,0.039,-7.6614,0.088,4.5692,,,0.0192,3.0033,0.0241,,,,INCR-c1504bce04-pbesol,10.1016/j.jnucmat.2026.01.001,20260721,Zirconium nitride with PBEsol functional
N-Zr,"{""N"": 66.7, ""Zr"": 33.3}",B1,PBE,600.0,8x8x8,PAW_PBE,VASP,-2.5167,0.081,-7.3822,0.132,4.5557,,,0.0112,3.0082,0.0266,,,,INCR-aa5b665f27,10.1016/j.jnucmat.2026.01.001,20260721,Zirconium nitride DFT calculation
N-Zr,"{""N"": 66.7, ""Zr"": 33.3}",B1,PBEsol,600.0,8x8x8,PAW_PBE,VASP,-2.6545,0.053,-7.2852,0.109,4.5628,,,0.0107,3.0029,0.0163,,,,INCR-aa5b665f27-pbesol,10.1016/j.jnucmat.2026.01.001,20260721,Zirconium nitride with PBEsol functional
Mo-U-Zr,"{""Mo"": 36.0, ""U"": 55, ""Zr"": 9.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.1021,0.076,-5.9835,0.133,3.467,,,0.0138,0.374,0.0162,,,,INCR-24d9d15076,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Mo ternary fine grid for ML training
Mo-U-Zr,"{""Mo"": 27.0, ""U"": 55, ""Zr"": 18.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.6971,0.025,-6.0102,0.051,3.4543,,,0.0149,0.289,0.0158,,,,INCR-62172e9fd8,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Mo ternary fine grid for ML training
Mo-U-Zr,"{""Mo"": 18.0, ""U"": 55, ""Zr"": 27.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.5757,0.074,-6.2205,0.103,3.3609,,,0.0173,0.2956,0.0171,,,,INCR-4b5bf167b5,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Mo ternary fine grid for ML training
Mo-U-Zr,"{""Mo"": 28.0, ""U"": 65, ""Zr"": 7.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.3684,0.03,-6.8401,0.086,3.4045,,,0.0077,0.2325,0.0262,,,,INCR-a7b874de60,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Mo ternary fine grid for ML training
Mo-U-Zr,"{""Mo"": 21.0, ""U"": 65, ""Zr"": 14.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8329,0.092,-6.5666,0.052,3.419,,,0.0105,0.298,0.0233,,,,INCR-2a78bdaf05,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Mo ternary fine grid for ML training
Mo-U-Zr,"{""Mo"": 14.0, ""U"": 65, ""Zr"": 21.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8862,0.091,-6.3066,0.127,3.429,,,0.0155,0.3326,0.0071,,,,INCR-4ab78ce025,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Mo ternary fine grid for ML training
Mo-U-Zr,"{""Mo"": 20.0, ""U"": 75, ""Zr"": 5.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.9668,0.067,-7.3785,0.13,3.4609,,,0.0073,0.364,0.0107,,,,INCR-98f3fb03a6,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Mo ternary fine grid for ML training
Mo-U-Zr,"{""Mo"": 15.0, ""U"": 75, ""Zr"": 10.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.9651,0.087,-6.9414,0.111,3.4135,,,0.0199,0.3301,0.0266,,,,INCR-f02af31da6,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Mo ternary fine grid for ML training
Mo-U-Zr,"{""Mo"": 10.0, ""U"": 75, ""Zr"": 15.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.5798,0.024,-7.079,0.089,3.4021,,,0.0054,0.3548,0.0113,,,,INCR-8e418ec694,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Mo ternary fine grid for ML training
Mo-U-Zr,"{""Mo"": 12.0, ""U"": 85, ""Zr"": 3.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.5592,0.025,-7.3844,0.129,3.4675,,,0.007,0.2168,0.0121,,,,INCR-05d8a83945,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Mo ternary fine grid for ML training
Mo-U-Zr,"{""Mo"": 9.0, ""U"": 85, ""Zr"": 6.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8064,0.037,-7.302,0.082,3.4262,,,0.0177,0.3586,0.0273,,,,INCR-44556e4cdb,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Mo ternary fine grid for ML training
Mo-U-Zr,"{""Mo"": 6.0, ""U"": 85, ""Zr"": 9.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.1989,0.096,-7.0188,0.061,3.471,,,0.0105,0.3399,0.0147,,,,INCR-d00c541122,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Mo ternary fine grid for ML training
Nb-U-Zr,"{""Nb"": 30.0, ""U"": 60, ""Zr"": 10.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.5608,0.05,-6.3368,0.127,3.3597,,,0.0118,4.743,0.0213,,,,INCR-47ecc85a83,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Nb ternary composition for phase stability study
Nb-U-Zr,"{""Nb"": 20.0, ""U"": 60, ""Zr"": 20.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.3134,0.053,-6.7277,0.034,3.3668,,,0.006,5.7798,0.0249,,,,INCR-0cf83ef669,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Nb ternary composition for phase stability study
Nb-U-Zr,"{""Nb"": 10.0, ""U"": 60, ""Zr"": 30.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.4402,0.073,-6.6408,0.069,3.3392,,,0.0108,6.6248,0.0085,,,,INCR-409929ea39,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Nb ternary composition for phase stability study
Nb-U-Zr,"{""Nb"": 22.5, ""U"": 70, ""Zr"": 7.5}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.0642,0.083,-7.3581,0.059,3.4606,,,0.0103,5.2883,0.0052,,,,INCR-7deb2326b4,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Nb ternary composition for phase stability study
Nb-U-Zr,"{""Nb"": 15.0, ""U"": 70, ""Zr"": 15.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.924,0.027,-7.2,0.091,3.376,,,0.0121,5.8893,0.0179,,,,INCR-549b2c7b68,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Nb ternary composition for phase stability study
Nb-U-Zr,"{""Nb"": 7.5, ""U"": 70, ""Zr"": 22.5}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7293,0.043,-6.7072,0.127,3.4549,,,0.0133,6.4892,0.0231,,,,INCR-9d8d94d652,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Nb ternary composition for phase stability study
Nb-U-Zr,"{""Nb"": 15.0, ""U"": 80, ""Zr"": 5.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8332,0.046,-7.3544,0.033,3.4336,,,0.0059,5.6989,0.0081,,,,INCR-95eff6796a,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Nb ternary composition for phase stability study
Nb-U-Zr,"{""Nb"": 10.0, ""U"": 80, ""Zr"": 10.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.1711,0.065,-7.2738,0.091,3.4226,,,0.0058,6.1306,0.0062,,,,INCR-e6f0a531d2,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Nb ternary composition for phase stability study
Nb-U-Zr,"{""Nb"": 5.0, ""U"": 80, ""Zr"": 15.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.1513,0.047,-7.3453,0.101,3.4179,,,0.0056,6.4697,0.0205,,,,INCR-32c76fb219,10.1016/j.jnucmat.2026.01.001,20260721,U-Zr-Nb ternary composition for phase stability study
U-Zr,"{""U"": 20, ""Zr"": 80.0}",BCC,PBE,520.0,0.04,NCPP,QE,-1.2783,0.023,-5.3666,0.096,3.2833,,,0.0119,1.9348,0.0104,,,,INCR-e0a5639531,10.1016/j.jnucmat.2026.01.001,20260721,Quantum ESPRESSO cross-validation of VASP results
U-Zr,"{""U"": 40, ""Zr"": 60.0}",BCC,PBE,520.0,0.04,NCPP,QE,-2.3096,0.034,-6.0986,0.131,3.3295,,,0.0076,1.4792,0.0108,,,,INCR-758ff8f27f,10.1016/j.jnucmat.2026.01.001,20260721,Quantum ESPRESSO cross-validation of VASP results
U-Zr,"{""U"": 60, ""Zr"": 40.0}",BCC,PBE,520.0,0.04,NCPP,QE,-2.0241,0.099,-6.4902,0.034,3.3429,,,0.0099,1.4293,0.0076,,,,INCR-8db5a1ab67,10.1016/j.jnucmat.2026.01.001,20260721,Quantum ESPRESSO cross-validation of VASP results
U-Zr,"{""U"": 80, ""Zr"": 20.0}",BCC,PBE,520.0,0.04,NCPP,QE,-2.7847,0.081,-7.422,0.064,3.3995,,,0.0105,2.0779,0.0153,,,,INCR-e0f4eb7bfb,10.1016/j.jnucmat.2026.01.001,20260721,Quantum ESPRESSO cross-validation of VASP results
Nb-U-Zr,"{""Nb"": 38.2, ""U"": 55, ""Zr"": 6.8}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.2124,0.038,-6.1634,0.048,3.3783,,,0.0129,5.0269,0.0244,,,,INCR-949a61c8ab,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 29.2, ""U"": 55, ""Zr"": 15.7}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7022,0.041,-6.6194,0.137,3.3934,,,0.0121,4.924,0.0182,,,,INCR-d42331b229,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 20.2, ""U"": 55, ""Zr"": 24.8}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.6308,0.054,-6.7582,0.121,3.3979,,,0.0093,5.7087,0.0084,,,,INCR-805cade9ad,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 11.2, ""U"": 55, ""Zr"": 33.8}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8362,0.07,-6.8786,0.062,3.3807,,,0.0126,6.6073,0.0115,,,,INCR-cca38edc38,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 29.8, ""U"": 65, ""Zr"": 5.2}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.6498,0.047,-6.4604,0.063,3.3717,,,0.0095,4.7487,0.0195,,,,INCR-e8524aa4c6,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 22.8, ""U"": 65, ""Zr"": 12.2}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.1703,0.038,-6.5721,0.031,3.4246,,,0.019,5.2684,0.0114,,,,INCR-92e2e25ffb,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 15.7, ""U"": 65, ""Zr"": 19.2}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7126,0.063,-6.6717,0.102,3.4405,,,0.008,5.8205,0.021,,,,INCR-4ae170ea6f,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 8.8, ""U"": 65, ""Zr"": 26.2}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.0553,0.025,-6.4931,0.134,3.3842,,,0.0194,6.4688,0.0176,,,,INCR-c41b2c9231,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 21.2, ""U"": 75, ""Zr"": 3.8}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.9258,0.058,-6.8686,0.053,3.3802,,,0.0125,5.1798,0.0091,,,,INCR-d0e94a72d2,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 16.2, ""U"": 75, ""Zr"": 8.8}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.2354,0.098,-7.1655,0.044,3.4009,,,0.0127,5.7351,0.0269,,,,INCR-59f85bc170,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 11.2, ""U"": 75, ""Zr"": 13.8}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7331,0.042,-7.1013,0.092,3.4305,,,0.0123,6.0415,0.0145,,,,INCR-29f7d1c361,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 6.2, ""U"": 75, ""Zr"": 18.8}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7511,0.07,-6.9315,0.13,3.3796,,,0.0127,6.5748,0.0186,,,,INCR-636eea083c,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 12.8, ""U"": 85, ""Zr"": 2.2}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8806,0.062,-7.8315,0.092,3.4313,,,0.017,5.6461,0.0291,,,,INCR-0d8fae0712,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 9.8, ""U"": 85, ""Zr"": 5.2}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.5119,0.074,-7.3954,0.067,3.4931,,,0.0126,5.9059,0.0212,,,,INCR-d4102e3e38,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
Nb-U-Zr,"{""Nb"": 6.7, ""U"": 85, ""Zr"": 8.2}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.5745,0.069,-7.3962,0.098,3.3947,,,0.0164,6.1109,0.024,,,,INCR-22efe27837,10.1016/j.jnucmat.2026.01.001,20260721,Additional composition space coverage
